dataset,mae_mean,mae_IC_95_low,mae_IC_95_high,mae_std,rmse_mean,rmse_IC_95_low,rmse_IC_95_high,rmse_std,r2_mean,r2_IC_95_low,r2_IC_95_high,r2_std
papaiz_3M,1.3261567950248718,1.27564743871132,1.3766661513384237,0.0814921474999132,1.803289246559143,1.7672954291985121,1.839283063919774,0.058072675787604104,0.8919277369976044,0.8877808279685901,0.8960746460266187,0.006690651929184852
