,month,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std
0,3,12.162757765163075,5.570666916471191,13.157124215906316,5.6022147287556665,-2.030302896418355,1.9701966672303788
1,6,15.877311316403476,6.272708878194282,17.497608965093438,6.323968983983751,-3.0737172693691472,2.2695966378873993
2,9,18.62541185725819,5.971412625064193,20.71995449066162,6.114753940124687,-3.6519552821462806,2.1034264510371945
3,12,20.17347777973522,5.676418478691179,22.1466815254905,5.713431645460198,-4.370908363298937,2.0332669767082803
