fold,mae_1,rmse_1,r2_1,mae_2,rmse_2,r2_2,mae_3,rmse_3,r2_3,mae_4,rmse_4,r2_4,mae_5,rmse_5,r2_5,mae_6,rmse_6,r2_6,mae_7,rmse_7,r2_7,mae_8,rmse_8,r2_8,mae_9,rmse_9,r2_9,mae_10,rmse_10,r2_10,mae_11,rmse_11,r2_11,mae_12,rmse_12,r2_12,mae_13,rmse_13,r2_13
9,9.887311935424805,10.457234382629395,-1.0138875246047974,14.68521785736084,15.47543716430664,-2.9450323581695557,17.69947624206543,18.69391632080078,-4.248924732208252,19.57305908203125,20.718841552734375,-5.15305757522583,20.74821662902832,22.132892608642578,-5.419803619384766,21.38165855407715,23.024242401123047,-5.286034107208252,21.543132781982422,23.383983612060547,-5.172570705413818,21.199275970458984,23.34609603881836,-4.594539165496826,23.033220291137695,25.188508987426758,-5.3396830558776855,25.3200740814209,26.96708869934082,-8.076171875,24.332275390625,26.1843318939209,-6.518655300140381,23.401668548583984,25.363361358642578,-5.631017684936523,17.344730377197266,19.40104103088379,-4.001288414001465
7,9.008413314819336,9.594789505004883,-0.6910773515701294,13.658190727233887,14.480217933654785,-2.4533426761627197,16.74225425720215,17.747692108154297,-3.726513385772705,18.775318145751953,19.932849884033203,-4.6919145584106445,20.14870834350586,21.543350219726562,-5.081022262573242,20.991003036499023,22.63080406188965,-5.072904586791992,21.32166290283203,23.16826057434082,-5.060261249542236,21.138315200805664,23.28659439086914,-4.568036079406738,22.961423873901367,25.095108032226562,-5.293086528778076,24.8690185546875,26.509565353393555,-7.77061653137207,24.07770538330078,25.912216186523438,-6.362616539001465,23.279542922973633,25.227718353271484,-5.55992317199707,17.248796463012695,19.298297882080078,-3.948458433151245
6,7.891590118408203,8.45357608795166,-0.3128647208213806,12.20491886138916,13.014312744140625,-1.7906376123428345,15.281875610351562,16.2772274017334,-2.9774415493011475,17.436904907226562,18.60881233215332,-3.9622974395751953,18.974328994750977,20.401397705078125,-4.456353187561035,20.051044464111328,21.701326370239258,-4.584651470184326,20.543363571166992,22.424819946289062,-4.679640769958496,20.506990432739258,22.70570182800293,-4.294661998748779,22.605192184448242,24.725576400756836,-5.110054969787598,24.6397762298584,26.283113479614258,-7.621437072753906,23.94951057434082,25.784120559692383,-6.290097713470459,23.219684600830078,25.169477462768555,-5.529873371124268,17.249052047729492,19.290569305419922,-3.9444949626922607
1,1.622524619102478,2.177485466003418,0.9048325419425964,2.8009116649627686,3.6990392208099365,0.7457165122032166,3.724440097808838,5.025836944580078,0.5743696093559265,4.776686668395996,6.246370315551758,0.3645229637622833,5.755738735198975,7.352850914001465,0.1691810041666031,6.49542236328125,8.311814308166504,0.013959523290395737,7.332342624664307,9.313023567199707,-0.1349629908800125,8.079731941223145,10.100330352783203,-0.28346478939056396,9.00597858428955,11.262596130371094,-0.4398946464061737,9.5444974899292,11.671917915344238,-0.5728586316108704,10.415726661682129,12.710233688354492,-0.7212287187576294,11.82734489440918,14.055008888244629,-1.1367571353912354,12.127406120300293,14.517403602600098,-1.5369112491607666
1,1.5779083967208862,2.163696527481079,0.9154097437858582,2.2165091037750244,2.867565870285034,0.8630351424217224,2.437255620956421,3.163109302520752,0.8497732877731323,2.950655460357666,3.835801839828491,0.7808821201324463,3.4185867309570312,4.459578037261963,0.7307616472244263,4.32617712020874,5.773780822753906,0.6020801067352295,5.0275983810424805,6.60137414932251,0.5069332718849182,6.406276226043701,8.216042518615723,0.3100067973136902,6.656017780303955,8.085225105285645,0.3347044587135315,4.798548221588135,6.188827991485596,0.5169897675514221,5.695987224578857,7.1072678565979,0.43499359488487244,6.403977394104004,8.062438011169434,0.31559187173843384,6.782456398010254,8.063549041748047,0.13605844974517822
10,9.899139404296875,10.501730918884277,-1.0283844470977783,15.033016204833984,15.864151000976562,-3.140862464904785,18.25827407836914,19.296342849731445,-4.585531234741211,20.21152114868164,21.396520614624023,-5.557080268859863,21.40390396118164,22.82205581665039,-5.8209614753723145,22.030229568481445,23.698184967041016,-5.655889511108398,22.187522888183594,24.041996002197266,-5.523579120635986,21.827959060668945,23.975875854492188,-4.900264739990234,23.470027923583984,25.643362045288086,-5.571181774139404,25.39141082763672,27.036434173583984,-8.121830940246582,24.42568588256836,26.275375366210938,-6.570506572723389,23.5208740234375,25.47873878479004,-5.6912312507629395,17.39462661743164,19.453292846679688,-4.028265476226807
8,9.183247566223145,9.776751518249512,-0.7564641833305359,13.877826690673828,14.721534729003906,-2.5663933753967285,16.843048095703125,17.885356903076172,-3.7966668605804443,18.70480728149414,19.893856048583984,-4.6639604568481445,19.8951358795166,21.32219123840332,-4.950685501098633,20.607561111450195,22.259750366210938,-4.869055271148682,20.810014724731445,22.68828010559082,-4.805466175079346,20.5484676361084,22.738941192626953,-4.30450439453125,22.472640991210938,24.616003036499023,-5.051927089691162,24.596553802490234,26.259599685668945,-7.606815814971924,23.777597427368164,25.620460510253906,-6.198027610778809,22.951614379882812,24.910335540771484,-5.39599609375,16.922931671142578,19.014728546142578,-3.8041014671325684
4,6.230959892272949,6.7832794189453125,0.15772171318531036,9.5781888961792,10.422109603881836,-0.7910197377204895,12.182775497436523,13.242249488830566,-1.6287062168121338,14.20375919342041,15.451457977294922,-2.4155097007751465,15.69643497467041,17.263288497924805,-2.9002439975738525,16.9825496673584,18.69557762145996,-3.12404727935791,17.601839065551758,19.588481903076172,-3.310972213745117,17.694856643676758,20.04469871520996,-3.0987677574157715,20.696441650390625,22.900360107421875,-4.234382629394531,23.716482162475586,25.3995361328125,-7.05419921875,23.098325729370117,24.958269119262695,-5.831247329711914,22.400917053222656,24.38686752319336,-5.130403995513916,16.48935890197754,18.598657608032227,-3.5961594581604004
3,4.989578723907471,5.410882949829102,0.4633534848690033,7.808514595031738,8.504365921020508,-0.19828803837299347,10.052053451538086,10.906272888183594,-0.7892739772796631,11.866490364074707,12.890326499938965,-1.3857945203781128,13.285663604736328,14.553418159484863,-1.7951371669769287,14.577810287475586,15.9981107711792,-2.0522818565368652,15.353067398071289,16.987346649169922,-2.280627489089966,15.625210762023926,17.671356201171875,-2.22001314163208,19.224550247192383,21.31271743774414,-3.5899689197540283,23.671424865722656,25.349409103393555,-7.019628524780273,23.102397918701172,24.960668563842773,-5.831171989440918,22.43545913696289,24.42281723022461,-5.1478190422058105,16.54973793029785,18.634668350219727,-3.6139750480651855
2,4.089872360229492,4.507944107055664,0.6288080215454102,6.179710388183594,6.9028778076171875,0.2094588428735733,7.77399206161499,8.603714942932129,-0.1143784299492836,8.823528289794922,9.810419082641602,-0.3781913220882416,9.448177337646484,10.674199104309082,-0.5013272166252136,10.09150505065918,11.443329811096191,-0.5573843717575073,10.262274742126465,11.778914451599121,-0.5723477005958557,10.302675247192383,12.13466739654541,-0.5131556391716003,14.161992073059082,16.199607849121094,-1.6419426202774048,20.665435791015625,22.39803695678711,-5.234689712524414,20.42159652709961,22.375858306884766,-4.472623348236084,20.146583557128906,22.229413986206055,-4.082970142364502,14.322912216186523,16.523662567138672,-2.627809524536133
