fold,mae_1,rmse_1,r2_1,mae_2,rmse_2,r2_2,mae_3,rmse_3,r2_3,mae_4,rmse_4,r2_4,mae_5,rmse_5,r2_5,mae_6,rmse_6,r2_6,mae_7,rmse_7,r2_7,mae_8,rmse_8,r2_8,mae_9,rmse_9,r2_9,mae_10,rmse_10,r2_10,mae_11,rmse_11,r2_11,mae_12,rmse_12,r2_12,mae_13,rmse_13,r2_13
9,0.9723535180091858,1.536669373512268,0.9407374858856201,1.7301326990127563,2.342644691467285,0.8687872290611267,2.3812694549560547,3.1507389545440674,0.8211598992347717,2.770118236541748,3.7451372146606445,0.7508635520935059,3.028033494949341,3.9917478561401367,0.7624306678771973,3.202507257461548,4.492567539215088,0.7229288816452026,3.616215705871582,4.767370223999023,0.6882026195526123,4.801362037658691,5.964991569519043,0.5783711075782776,4.84553861618042,6.09151029586792,0.5493353605270386,5.18976354598999,6.678231716156006,0.47180625796318054,5.5514445304870605,7.297506332397461,0.42766273021698,6.249685764312744,7.962888240814209,0.35269683599472046,11.01758098602295,12.43782901763916,-1.0555171966552734
7,1.018067717552185,1.5789780616760254,0.9374293088912964,1.757856011390686,2.3147177696228027,0.8718969821929932,2.3889498710632324,3.0359222888946533,0.8339567184448242,2.6839613914489746,3.4022068977355957,0.7943999767303467,2.9707515239715576,3.691814422607422,0.796790599822998,3.2237861156463623,4.111779689788818,0.7679072022438049,3.3241145610809326,4.204705715179443,0.7574585676193237,4.027949810028076,5.15396785736084,0.6852294206619263,4.2429022789001465,5.152210712432861,0.6776031851768494,4.497077941894531,5.407207012176514,0.6537288427352905,4.816396713256836,5.83353853225708,0.634264349937439,5.084151268005371,6.2968220710754395,0.5952290296554565,6.535407066345215,7.688137054443359,0.2146303653717041
6,0.961269199848175,1.5125547647476196,0.9425829648971558,1.6787294149398804,2.276984930038452,0.876039445400238,2.3028531074523926,3.0519020557403564,0.8322042226791382,2.6106648445129395,3.5586137771606445,0.7750616669654846,2.8424651622772217,3.7741246223449707,0.7876282930374146,3.017085075378418,4.226650714874268,0.7547580599784851,3.2687764167785645,4.392579078674316,0.7353000640869141,4.266798973083496,5.509057998657227,0.6403621435165405,4.306345462799072,5.53661584854126,0.6277005672454834,4.547887802124023,5.990920066833496,0.5749331116676331,4.844871520996094,6.5199103355407715,0.543136715888977,5.362749099731445,7.090093612670898,0.48681914806365967,9.676562309265137,11.134026527404785,-0.647162139415741
1,1.7535265684127808,2.304283380508423,0.89434814453125,2.7249014377593994,3.4685633182525635,0.7814828157424927,3.492004632949829,4.498804569244385,0.6660023331642151,4.368088722229004,5.5415754318237305,0.5100686550140381,5.200887680053711,6.517048358917236,0.35262954235076904,6.029820442199707,7.495717525482178,0.1958160251379013,6.889018535614014,8.587688446044922,0.03548350930213928,7.643435955047607,9.46741771697998,-0.12578055262565613,8.63332462310791,10.730746269226074,-0.29833653569221497,9.39509105682373,11.521013259887695,-0.5312556028366089,10.290592193603516,12.631192207336426,-0.6944795250892639,11.579307556152344,13.813214302062988,-1.0497621297836304,11.6929931640625,13.750625610351562,-1.3413020372390747
1,0.956351101398468,1.4622377157211304,0.94633948802948,1.6854125261306763,2.1972084045410156,0.8845735192298889,2.314999580383301,2.9687917232513428,0.8412187099456787,2.626357316970825,3.3778343200683594,0.7973352074623108,2.950193405151367,3.6954092979431152,0.7963946461677551,3.2092790603637695,4.1732683181762695,0.7609137296676636,3.3144829273223877,4.287264823913574,0.7478405237197876,4.130760192871094,5.24338960647583,0.6742120981216431,4.29280424118042,5.218209266662598,0.6692906022071838,4.529762268066406,5.489058494567871,0.643166184425354,4.963140487670898,5.954281806945801,0.6189676523208618,5.1746697425842285,6.326498031616211,0.5914048552513123,7.207259178161621,7.961511135101318,0.157785102725029
10,1.1428508758544922,1.6681193113327026,0.9301649928092957,1.9674460887908936,2.475921869277954,0.8534327149391174,2.765047311782837,3.288612127304077,0.805165708065033,3.12027645111084,3.724860668182373,0.7535539865493774,3.686537504196167,4.325840473175049,0.7209994792938232,4.226720809936523,4.942361831665039,0.6646709442138672,4.42797327041626,5.287807464599609,0.6164111495018005,5.226343154907227,6.207602024078369,0.5433763265609741,5.5847907066345215,6.512431621551514,0.48490190505981445,5.934027671813965,6.883766174316406,0.43879377841949463,6.210984230041504,7.465147495269775,0.40106475353240967,6.585239410400391,8.024994850158691,0.3425602316856384,4.477049827575684,5.952322959899902,0.5292341709136963
8,1.2318973541259766,1.6806225776672363,0.9291141629219055,2.1763875484466553,2.636394739151001,0.8338178992271423,3.0448806285858154,3.543663501739502,0.7737727761268616,3.497220039367676,4.074187278747559,0.7051618099212646,4.144753932952881,4.882678031921387,0.6445485353469849,4.9132280349731445,5.648701190948486,0.5619746446609497,5.384127140045166,6.189300060272217,0.47446972131729126,6.102234840393066,7.163125991821289,0.3919827938079834,6.701447486877441,7.6804375648498535,0.2835671901702881,7.047611713409424,8.188754081726074,0.20584385097026825,7.558579444885254,8.885522842407227,0.1514662504196167,8.083922386169434,9.563572883605957,0.06630116701126099,4.918900966644287,6.359567165374756,0.46261316537857056
4,0.9894372224807739,1.637036919593811,0.9327431917190552,1.6547490358352661,2.3044049739837646,0.8730359077453613,2.329509735107422,3.0802323818206787,0.829074501991272,2.5948598384857178,3.476166248321533,0.7853639125823975,2.835937738418579,3.6929268836975098,0.7966680526733398,3.057481050491333,4.107132911682129,0.7684314250946045,3.2041499614715576,4.2040114402771,0.7575386762619019,4.003261566162109,5.192499160766602,0.6805053949356079,4.1715264320373535,5.169320583343506,0.6754583120346069,4.361695289611816,5.475498199462891,0.6449270844459534,4.594149112701416,5.886075019836426,0.6276471018791199,4.8981733322143555,6.315944194793701,0.5927670001983643,8.157549858093262,9.627389907836914,-0.23154139518737793
3,0.9424075484275818,1.4748622179031372,0.9454088807106018,1.697948932647705,2.2451794147491455,0.8794782757759094,2.329678535461426,2.9694926738739014,0.8411437273025513,2.600889205932617,3.3494224548339844,0.8007300496101379,2.8786158561706543,3.6154720783233643,0.805107831954956,3.126399278640747,4.040057182312012,0.7759334444999695,3.23876953125,4.136256217956543,0.7652910947799683,3.949655294418335,5.087653636932373,0.6932774186134338,4.161036968231201,5.065616130828857,0.6883493065834045,4.389723777770996,5.334662437438965,0.6629579067230225,4.730715274810791,5.765660285949707,0.6427261829376221,4.941853046417236,6.194924354553223,0.6082233190536499,6.986164093017578,8.135968208312988,0.12047040462493896
2,1.0821599960327148,1.6169461011886597,0.9343839287757874,1.8232276439666748,2.367844820022583,0.8659490942955017,2.5890746116638184,3.147346258163452,0.8215449452400208,2.8799197673797607,3.5027918815612793,0.7820632457733154,3.352640390396118,3.9688656330108643,0.7651465535163879,3.7458250522613525,4.481303691864014,0.7243164777755737,3.8505396842956543,4.71028470993042,0.6956249475479126,4.6057634353637695,5.609771728515625,0.6270925402641296,4.857665538787842,5.763550758361816,0.5965555310249329,5.223888874053955,6.069243907928467,0.5637459754943848,5.444517612457275,6.574055194854736,0.5355170369148254,5.793883800506592,7.064541816711426,0.490511417388916,5.176656246185303,6.36425256729126,0.4618210792541504
5,0.8788855075836182,1.4847962856292725,0.944671094417572,1.6816521883010864,2.33760142326355,0.8693515658378601,2.3591063022613525,3.1790242195129395,0.8179345726966858,2.7831554412841797,3.8128132820129395,0.7417782545089722,3.0538179874420166,4.053144454956055,0.755066454410553,3.296204090118408,4.598107814788818,0.709757924079895,3.725450038909912,4.914005756378174,0.6687270402908325,4.950882911682129,6.1112799644470215,0.5574370622634888,5.030379295349121,6.304135322570801,0.5173252820968628,5.455490589141846,6.920027732849121,0.4328657388687134,5.830577373504639,7.537517070770264,0.3893958330154419,6.533829689025879,8.202909469604492,0.3130860924720764,12.128975868225098,13.592530250549316,-1.4548925161361694
