dataset,trial,batch_size,learning_rate,n_layer,n_units
MLP_alsfrs-r_T1-T2-T4_T5,trial_30,64,1.2460441155716962e-05,1,128
MLP_alsfrs-r_T1-T2-T4_T5,trial_37,32,0.0001688917413290704,1,128
MLP_alsfrs-r_T1-T2-T4_T5,trial_15,64,0.0006519881873542822,1,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_12,64,0.0008999187285122578,1,1024
MLP_alsfrs-r_T1-T2-T4_T5,trial_24,16,0.00026371083710393403,3,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_23,16,0.00052087237088719,3,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_5,32,0.00019005044388037499,5,64
MLP_alsfrs-r_T1-T2-T4_T5,trial_48,32,0.0004651333560097757,1,256
MLP_alsfrs-r_T1-T2-T4_T5,trial_2,32,2.4720626987693484e-05,4,64
MLP_alsfrs-r_T1-T2-T4_T5,trial_46,32,0.0009088173075263891,1,256
MLP_alsfrs-r_T1-T2-T4_T5,trial_41,32,0.0002872617948447424,1,128
MLP_alsfrs-r_T1-T2-T4_T5,trial_22,16,0.00195209143865502,2,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_25,64,0.0016406802824233532,2,128
MLP_alsfrs-r_T1-T2-T4_T5,trial_13,64,0.009194591629598658,2,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_14,64,0.008770804480325538,2,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_40,32,0.0044954745538349225,3,128
MLP_alsfrs-r_T1-T2-T4_T5,trial_47,32,4.5131879905449784e-05,2,256
MLP_alsfrs-r_T1-T2-T4_T5,trial_3,32,0.005067397883847873,3,128
MLP_alsfrs-r_T1-T2-T4_T5,trial_4,32,0.003903178474077363,3,1024
MLP_alsfrs-r_T1-T2-T4_T5,trial_49,32,0.0028312314192083764,5,256
MLP_alsfrs-r_T1-T2-T4_T5,trial_32,64,0.0004051405612916396,1,1024
MLP_alsfrs-r_T1-T2-T4_T5,trial_35,64,0.00023153513586281625,2,512
MLP_alsfrs-r_T1-T2-T4_T5,trial_34,16,0.0017404286199640792,4,1024
MLP_alsfrs-r_T1-T2-T4_T5,trial_33,64,0.0007103831766036629,1,1024
MLP_alsfrs-r_T1-T2-T4_T5,trial_1,16,3.1300638965182924e-05,4,512
MLP_alsfrs-r_T1-T2-T4_T5,trial_6,32,0.0001455133497557626,5,512
MLP_alsfrs-r_T1-T2-T4_T5,trial_42,32,0.00017757673950334618,1,64
MLP_alsfrs-r_T1-T2-T4_T5,trial_45,32,0.00012070454992496813,2,64
MLP_alsfrs-r_T1-T2-T4_T5,trial_8,128,0.0001336769046603191,2,256
MLP_alsfrs-r_T1-T2-T4_T5,trial_11,64,0.0011583615377751169,1,1024
MLP_alsfrs-r_T1-T2-T4_T5,trial_29,16,7.530809707666418e-05,2,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_16,64,0.000532520698252504,2,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_20,16,0.00034826840422513697,3,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_18,64,0.0003756499444442293,2,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_27,16,0.0005702293465478957,3,512
MLP_alsfrs-r_T1-T2-T4_T5,trial_44,32,0.00017845821717565595,1,64
MLP_alsfrs-r_T1-T2-T4_T5,trial_9,128,0.00010623249992041746,2,256
MLP_alsfrs-r_T1-T2-T4_T5,trial_43,32,2.9845494389515583e-05,1,64
MLP_alsfrs-r_T1-T2-T4_T5,trial_7,64,0.0027514657902688727,5,64
MLP_alsfrs-r_T1-T2-T4_T5,trial_0,16,1.9944670435878872e-05,4,128
MLP_alsfrs-r_T1-T2-T4_T5,trial_19,128,5.501629734425876e-05,1,1024
MLP_alsfrs-r_T1-T2-T4_T5,trial_26,64,5.8648596236382876e-05,1,256
MLP_alsfrs-r_T1-T2-T4_T5,trial_21,16,0.00036553933209324457,3,32
MLP_alsfrs-r_T1-T2-T4_T5,trial_28,128,0.0002387826898068672,4,1024
MLP_alsfrs-r_T1-T2-T4_T5,trial_17,64,0.0003958003946465921,1,1024
MLP_alsfrs-r_T1-T2-T4_T5,trial_10,64,0.0010938628477744404,1,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_36,128,2.7236751914407675e-05,3,64
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_31,16,4.9877687287865e-05,2,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_38,16,6.42970504103855e-05,3,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_39,32,3.171245462669899e-05,4,32
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_30,16,1.0201503087814586e-05,3,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_37,64,1.6104039723683202e-05,1,128
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_15,16,0.00011755282968634993,3,256
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_12,16,9.812686382079673e-05,4,256
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_24,16,1.0090264191179167e-05,3,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_23,16,4.4617209951671984e-05,3,64
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_5,128,0.0021423134703794423,1,512
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_48,16,0.0049350796363291805,4,128
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_2,128,1.9629648942048157e-05,2,128
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_46,16,0.0006055475781091949,2,64
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_41,16,6.013580360291582e-05,1,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_22,16,0.0002072062595748947,2,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_25,16,1.1390220197466114e-05,3,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_13,16,8.21678806776001e-05,4,256
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_14,16,8.486323032621707e-05,4,256
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_40,128,0.00015284994004329764,2,512
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_47,16,0.0010550061750952968,4,128
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_3,64,0.006752642655274629,3,64
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_4,32,0.005922697394751485,5,128
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_49,32,0.001562141731081919,4,128
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_32,16,5.06692804754596e-05,1,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_35,32,6.228147739371929e-05,2,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_34,16,1.7962262045397576e-05,2,128
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_33,16,2.367729385960008e-05,3,32
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_1,32,2.0000739225941153e-05,1,32
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_6,64,9.635728973272189e-05,1,512
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_42,16,2.0203209724234818e-05,1,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_45,64,0.0008381313436036077,3,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_8,128,0.002339893508063888,4,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_11,16,0.0003759442088139114,5,256
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_29,32,1.22607228388588e-05,3,64
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_16,16,4.306954877484625e-05,2,256
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_20,16,0.00022181897032492437,2,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_18,16,3.72293534615943e-05,2,64
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_27,128,2.306021514581109e-05,3,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_44,16,0.0005919367265264001,1,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_9,64,0.0031293552150354663,4,512
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_43,16,4.598817568164928e-05,1,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_7,32,1.444162328266296e-05,4,32
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_0,32,0.00041560733618315187,3,32
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_19,16,0.001006889748635633,3,64
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_26,16,2.423552118942478e-05,3,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_21,16,0.00020859126483449537,2,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_28,64,3.117000459488983e-05,3,1024
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_17,16,4.5538035766748826e-05,2,64
MLP_alsfrs-r_T1-T2-T3-T4_T5,trial_10,16,0.0005054587714471469,5,256
MLP_alsfrs-r_T1-T2-T3_T4,trial_36,128,8.944285200495118e-05,2,1024
MLP_alsfrs-r_T1-T2-T3_T4,trial_31,64,0.00017520982671334953,1,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_38,16,0.00013857906258701037,2,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_39,16,0.0012645565580913793,1,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_30,64,0.00017536290852355332,1,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_37,64,0.0005109725277833766,1,32
MLP_alsfrs-r_T1-T2-T3_T4,trial_15,16,4.413277514098488e-05,4,128
MLP_alsfrs-r_T1-T2-T3_T4,trial_12,16,0.0006287156310438791,4,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_24,16,1.5653350537091887e-05,1,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_23,16,2.1593622606856958e-05,1,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_5,32,0.0012426326965956464,4,32
MLP_alsfrs-r_T1-T2-T3_T4,trial_48,32,0.0008155363567979733,3,32
MLP_alsfrs-r_T1-T2-T3_T4,trial_2,128,7.052255005670998e-05,3,64
MLP_alsfrs-r_T1-T2-T3_T4,trial_46,16,1.984665802233559e-05,2,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_41,16,1.0680490670405527e-05,1,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_22,16,3.9496808467941596e-05,1,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_25,16,1.7786651067696286e-05,1,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_13,32,1.0220805388438675e-05,5,256
MLP_alsfrs-r_T1-T2-T3_T4,trial_14,16,6.074041932707528e-05,4,128
MLP_alsfrs-r_T1-T2-T3_T4,trial_40,128,3.1795272023921796e-05,1,64
MLP_alsfrs-r_T1-T2-T3_T4,trial_47,64,5.788239151034355e-05,1,256
MLP_alsfrs-r_T1-T2-T3_T4,trial_3,64,3.444769751966093e-05,3,128
MLP_alsfrs-r_T1-T2-T3_T4,trial_4,128,0.0004564596601781281,3,1024
MLP_alsfrs-r_T1-T2-T3_T4,trial_49,16,3.326025050993504e-05,1,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_32,64,2.8027617681506384e-05,1,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_35,16,0.0036855992088710913,1,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_34,64,1.6677191979164994e-05,1,64
MLP_alsfrs-r_T1-T2-T3_T4,trial_33,64,0.0002967128812195346,2,32
MLP_alsfrs-r_T1-T2-T3_T4,trial_1,16,0.00029057654299245836,1,32
MLP_alsfrs-r_T1-T2-T3_T4,trial_6,32,0.0001506474909032299,2,256
MLP_alsfrs-r_T1-T2-T3_T4,trial_42,16,1.3099131341815854e-05,1,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_45,16,7.211587566304305e-05,1,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_8,32,8.029214089537559e-05,4,128
MLP_alsfrs-r_T1-T2-T3_T4,trial_11,16,0.00010464971030130835,5,256
MLP_alsfrs-r_T1-T2-T3_T4,trial_29,64,2.581803897315561e-05,2,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_16,16,3.8233817630431125e-05,4,128
MLP_alsfrs-r_T1-T2-T3_T4,trial_20,64,0.009308280331653762,2,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_18,16,0.0015181879143901051,4,64
MLP_alsfrs-r_T1-T2-T3_T4,trial_27,16,1.0060590046305645e-05,1,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_44,32,2.341994862439888e-05,2,1024
MLP_alsfrs-r_T1-T2-T3_T4,trial_9,128,2.4134411594772736e-05,3,1024
MLP_alsfrs-r_T1-T2-T3_T4,trial_43,16,1.9397108465953315e-05,1,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_7,16,0.00010757721708727568,5,256
MLP_alsfrs-r_T1-T2-T3_T4,trial_0,64,0.0059522360302077856,3,1024
MLP_alsfrs-r_T1-T2-T3_T4,trial_19,16,4.3005145189840774e-05,2,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_26,16,1.3550781432011276e-05,1,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_21,16,5.289136699074283e-05,1,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_28,128,2.278396562132703e-05,1,512
MLP_alsfrs-r_T1-T2-T3_T4,trial_17,16,0.00022022354667302875,2,128
MLP_alsfrs-r_T1-T2-T3_T4,trial_10,32,1.5902921545790678e-05,5,128
MLP_alsfrs-r_T1-T3_T4,trial_36,128,1.815119758418102e-05,4,32
MLP_alsfrs-r_T1-T3_T4,trial_31,16,3.2876400833916184e-05,3,1024
MLP_alsfrs-r_T1-T3_T4,trial_38,16,1.4488476296636235e-05,4,256
MLP_alsfrs-r_T1-T3_T4,trial_39,128,2.9418207714607797e-05,4,32
MLP_alsfrs-r_T1-T3_T4,trial_30,64,5.129456491488116e-05,1,1024
MLP_alsfrs-r_T1-T3_T4,trial_37,16,1.3533421996730544e-05,5,32
MLP_alsfrs-r_T1-T3_T4,trial_15,64,1.2064566845875602e-05,2,64
MLP_alsfrs-r_T1-T3_T4,trial_12,16,0.0010253155262876595,5,128
MLP_alsfrs-r_T1-T3_T4,trial_24,16,3.407936554165056e-05,3,1024
MLP_alsfrs-r_T1-T3_T4,trial_23,16,3.7264658005012586e-05,1,512
MLP_alsfrs-r_T1-T3_T4,trial_5,64,1.8625003839579142e-05,2,1024
MLP_alsfrs-r_T1-T3_T4,trial_48,32,1.563335211390792e-05,5,128
MLP_alsfrs-r_T1-T3_T4,trial_2,128,0.00566468344633759,2,256
MLP_alsfrs-r_T1-T3_T4,trial_46,32,1.4185281400879112e-05,5,128
MLP_alsfrs-r_T1-T3_T4,trial_41,16,1.544995241357395e-05,5,32
MLP_alsfrs-r_T1-T3_T4,trial_22,16,0.00010396980752635925,1,512
MLP_alsfrs-r_T1-T3_T4,trial_25,16,1.0335231953393975e-05,2,512
MLP_alsfrs-r_T1-T3_T4,trial_13,16,7.348078973720615e-05,4,64
MLP_alsfrs-r_T1-T3_T4,trial_14,16,4.1088663988530517e-05,3,64
MLP_alsfrs-r_T1-T3_T4,trial_40,16,6.309318318890248e-05,5,32
MLP_alsfrs-r_T1-T3_T4,trial_47,32,4.080537811067548e-05,5,128
MLP_alsfrs-r_T1-T3_T4,trial_3,128,0.0021329940783409115,4,128
MLP_alsfrs-r_T1-T3_T4,trial_4,64,0.00013794882539040762,4,256
MLP_alsfrs-r_T1-T3_T4,trial_49,32,0.0031410398508162326,5,128
MLP_alsfrs-r_T1-T3_T4,trial_32,16,8.820900012615926e-05,3,1024
MLP_alsfrs-r_T1-T3_T4,trial_35,16,1.7584162843934016e-05,4,32
MLP_alsfrs-r_T1-T3_T4,trial_34,16,2.5436025377221136e-05,5,1024
MLP_alsfrs-r_T1-T3_T4,trial_33,16,2.5924621051184927e-05,4,1024
MLP_alsfrs-r_T1-T3_T4,trial_1,128,7.319124350794658e-05,5,32
MLP_alsfrs-r_T1-T3_T4,trial_6,32,0.0003359392724731636,1,1024
MLP_alsfrs-r_T1-T3_T4,trial_42,16,2.232201518474223e-05,5,32
MLP_alsfrs-r_T1-T3_T4,trial_45,32,1.62438349649259e-05,5,128
MLP_alsfrs-r_T1-T3_T4,trial_8,64,0.00011834042044315667,2,1024
MLP_alsfrs-r_T1-T3_T4,trial_11,16,0.0010826130230449278,4,128
MLP_alsfrs-r_T1-T3_T4,trial_29,128,1.772748050453621e-05,1,512
MLP_alsfrs-r_T1-T3_T4,trial_16,64,3.973378914121431e-05,3,64
MLP_alsfrs-r_T1-T3_T4,trial_20,64,6.366406142051447e-05,2,64
MLP_alsfrs-r_T1-T3_T4,trial_18,32,2.9290952246201985e-05,2,1024
MLP_alsfrs-r_T1-T3_T4,trial_27,32,5.0086897757432374e-05,3,1024
MLP_alsfrs-r_T1-T3_T4,trial_44,16,1.6082416508262866e-05,5,128
MLP_alsfrs-r_T1-T3_T4,trial_9,16,0.006505124774268022,2,32
MLP_alsfrs-r_T1-T3_T4,trial_43,16,1.0331231140434824e-05,4,32
MLP_alsfrs-r_T1-T3_T4,trial_7,32,0.0037810606670600085,3,256
MLP_alsfrs-r_T1-T3_T4,trial_0,128,0.0057251542403898605,1,1024
MLP_alsfrs-r_T1-T3_T4,trial_19,16,0.0001776236980437483,3,64
MLP_alsfrs-r_T1-T3_T4,trial_26,64,2.1713858178003558e-05,1,32
MLP_alsfrs-r_T1-T3_T4,trial_21,16,0.00017469822831300827,1,512
MLP_alsfrs-r_T1-T3_T4,trial_28,16,0.00034558677247810237,2,64
MLP_alsfrs-r_T1-T3_T4,trial_17,16,0.00012763149796611605,1,512
MLP_alsfrs-r_T1-T3_T4,trial_10,64,0.0005566419560359034,3,512
MLP_alsfrs-r_T2-T3_T4,trial_36,64,0.00027562137546538847,2,512
MLP_alsfrs-r_T2-T3_T4,trial_31,16,2.9455297299744236e-05,4,512
MLP_alsfrs-r_T2-T3_T4,trial_38,64,0.0001423533621837231,2,1024
MLP_alsfrs-r_T2-T3_T4,trial_39,64,0.00044406257784288623,3,64
MLP_alsfrs-r_T2-T3_T4,trial_30,16,0.00010115416229230277,3,512
MLP_alsfrs-r_T2-T3_T4,trial_37,64,0.0001352885476056395,3,512
MLP_alsfrs-r_T2-T3_T4,trial_15,32,0.0009084856539860215,4,32
MLP_alsfrs-r_T2-T3_T4,trial_12,32,0.0005890014154757881,3,32
MLP_alsfrs-r_T2-T3_T4,trial_24,32,0.0003654180117317199,4,32
MLP_alsfrs-r_T2-T3_T4,trial_23,16,0.0008718309889846721,5,32
MLP_alsfrs-r_T2-T3_T4,trial_5,16,0.0025303442387104346,2,1024
MLP_alsfrs-r_T2-T3_T4,trial_48,64,4.717804913334257e-05,3,128
MLP_alsfrs-r_T2-T3_T4,trial_2,64,0.0018980111862381755,2,256
MLP_alsfrs-r_T2-T3_T4,trial_46,64,0.0001984707381304992,2,128
MLP_alsfrs-r_T2-T3_T4,trial_41,64,0.00018706865628399593,3,64
MLP_alsfrs-r_T2-T3_T4,trial_22,16,0.0013212363865655699,4,32
MLP_alsfrs-r_T2-T3_T4,trial_25,32,0.005086913034454051,5,256
MLP_alsfrs-r_T2-T3_T4,trial_13,32,0.0006653049749295421,3,32
MLP_alsfrs-r_T2-T3_T4,trial_14,32,0.009909379581683605,4,32
MLP_alsfrs-r_T2-T3_T4,trial_40,64,0.00046277023307281787,1,64
MLP_alsfrs-r_T2-T3_T4,trial_47,64,0.0004397543615033132,3,128
MLP_alsfrs-r_T2-T3_T4,trial_3,32,0.006710022776036027,3,32
MLP_alsfrs-r_T2-T3_T4,trial_4,32,0.00017003919038268632,5,1024
MLP_alsfrs-r_T2-T3_T4,trial_49,128,0.000124028806523878,2,1024
MLP_alsfrs-r_T2-T3_T4,trial_32,16,0.0002738553920181539,3,512
MLP_alsfrs-r_T2-T3_T4,trial_35,64,0.00023711347300371872,2,512
MLP_alsfrs-r_T2-T3_T4,trial_34,64,0.0002501408657257177,2,512
MLP_alsfrs-r_T2-T3_T4,trial_33,64,0.00028801930534208797,3,512
MLP_alsfrs-r_T2-T3_T4,trial_1,64,0.00021372275094286227,5,64
MLP_alsfrs-r_T2-T3_T4,trial_6,32,0.0033610078550241154,4,512
MLP_alsfrs-r_T2-T3_T4,trial_42,64,0.00031328526267307167,3,64
MLP_alsfrs-r_T2-T3_T4,trial_45,64,0.00024342787139396173,3,128
MLP_alsfrs-r_T2-T3_T4,trial_8,128,0.0023781056088570513,3,256
MLP_alsfrs-r_T2-T3_T4,trial_11,128,3.290887271496288e-05,2,64
MLP_alsfrs-r_T2-T3_T4,trial_29,16,3.627674226201305e-05,1,512
MLP_alsfrs-r_T2-T3_T4,trial_16,32,0.0011832576983870156,4,32
MLP_alsfrs-r_T2-T3_T4,trial_20,16,0.009324038077457766,5,32
MLP_alsfrs-r_T2-T3_T4,trial_18,128,0.004302087014907558,4,32
MLP_alsfrs-r_T2-T3_T4,trial_27,16,8.061350020052264e-05,3,512
MLP_alsfrs-r_T2-T3_T4,trial_44,64,0.0005640295389634395,2,64
MLP_alsfrs-r_T2-T3_T4,trial_9,64,0.008065315934008176,5,128
MLP_alsfrs-r_T2-T3_T4,trial_43,64,0.0003382638569677739,3,64
MLP_alsfrs-r_T2-T3_T4,trial_7,16,0.00015713043671446636,4,128
MLP_alsfrs-r_T2-T3_T4,trial_0,64,0.00043396410158291873,2,64
MLP_alsfrs-r_T2-T3_T4,trial_19,16,0.0012633417745649249,5,32
MLP_alsfrs-r_T2-T3_T4,trial_26,16,8.692212773396844e-05,4,512
MLP_alsfrs-r_T2-T3_T4,trial_21,16,0.0011853864723982335,5,32
MLP_alsfrs-r_T2-T3_T4,trial_28,16,7.781516877923844e-05,3,512
MLP_alsfrs-r_T2-T3_T4,trial_17,32,6.908005967243923e-05,4,512
MLP_alsfrs-r_T2-T3_T4,trial_10,32,1.0683858286847441e-05,1,32
MLP_alsfrs-r_T2_T4,trial_36,16,0.0005711300184908335,3,512
MLP_alsfrs-r_T2_T4,trial_31,16,0.00014545846772119197,2,512
MLP_alsfrs-r_T2_T4,trial_38,32,0.0006520162937822782,4,256
MLP_alsfrs-r_T2_T4,trial_39,32,0.0022759907316615073,3,256
MLP_alsfrs-r_T2_T4,trial_30,16,3.7537892840468804e-05,4,512
MLP_alsfrs-r_T2_T4,trial_37,32,0.0006581734639926545,3,256
MLP_alsfrs-r_T2_T4,trial_15,16,0.00017207249620446348,2,32
MLP_alsfrs-r_T2_T4,trial_12,16,2.7645841767692812e-05,3,256
MLP_alsfrs-r_T2_T4,trial_24,16,9.682279979144747e-05,4,512
MLP_alsfrs-r_T2_T4,trial_23,16,5.800864859457524e-05,3,512
MLP_alsfrs-r_T2_T4,trial_5,16,0.004278487644414791,4,1024
MLP_alsfrs-r_T2_T4,trial_48,32,0.0030300494374443433,4,256
MLP_alsfrs-r_T2_T4,trial_2,32,0.0004217903684322744,5,1024
MLP_alsfrs-r_T2_T4,trial_46,32,0.0017186682887677812,5,256
MLP_alsfrs-r_T2_T4,trial_41,32,0.0013895209578943665,5,256
MLP_alsfrs-r_T2_T4,trial_22,16,8.068160231657201e-05,3,512
MLP_alsfrs-r_T2_T4,trial_25,16,3.9411283331304496e-05,3,128
MLP_alsfrs-r_T2_T4,trial_13,16,0.00019529113307192267,2,512
MLP_alsfrs-r_T2_T4,trial_14,64,0.0009047772487020681,2,64
MLP_alsfrs-r_T2_T4,trial_40,32,0.0018701714043383422,4,256
MLP_alsfrs-r_T2_T4,trial_47,32,0.004839787109574455,5,256
MLP_alsfrs-r_T2_T4,trial_3,16,0.00010045665271854916,3,256
MLP_alsfrs-r_T2_T4,trial_4,128,1.2734854886590179e-05,4,256
MLP_alsfrs-r_T2_T4,trial_49,32,0.0016340146807198197,5,256
MLP_alsfrs-r_T2_T4,trial_32,16,0.009113267201957228,2,512
MLP_alsfrs-r_T2_T4,trial_35,16,0.00032268331774681225,2,1024
MLP_alsfrs-r_T2_T4,trial_34,128,0.00039614987267155426,3,128
MLP_alsfrs-r_T2_T4,trial_33,16,6.24464756505595e-05,1,512
MLP_alsfrs-r_T2_T4,trial_1,128,0.00047657806123279793,1,128
MLP_alsfrs-r_T2_T4,trial_6,128,1.5892727180315373e-05,1,1024
MLP_alsfrs-r_T2_T4,trial_42,32,0.0021876300237209656,5,256
MLP_alsfrs-r_T2_T4,trial_45,32,0.003927451555715923,5,256
MLP_alsfrs-r_T2_T4,trial_8,16,0.0021812485463741944,5,512
MLP_alsfrs-r_T2_T4,trial_11,16,5.721760086065386e-05,3,64
MLP_alsfrs-r_T2_T4,trial_29,64,3.843603320386231e-05,5,512
MLP_alsfrs-r_T2_T4,trial_16,16,0.0012223145946459815,1,128
MLP_alsfrs-r_T2_T4,trial_20,16,0.0008340404136920707,4,512
MLP_alsfrs-r_T2_T4,trial_18,64,6.62865914904613e-05,3,512
MLP_alsfrs-r_T2_T4,trial_27,32,1.1003879274072834e-05,4,32
MLP_alsfrs-r_T2_T4,trial_44,32,0.0025155581063374924,5,256
MLP_alsfrs-r_T2_T4,trial_9,128,0.0001337161160269126,2,32
MLP_alsfrs-r_T2_T4,trial_43,32,0.0021560790800578453,5,256
MLP_alsfrs-r_T2_T4,trial_7,16,2.2206824660060244e-05,3,512
MLP_alsfrs-r_T2_T4,trial_0,64,3.883424291477433e-05,4,512
MLP_alsfrs-r_T2_T4,trial_19,32,0.00021729448188908865,3,256
MLP_alsfrs-r_T2_T4,trial_26,16,2.2742260437502297e-05,3,64
MLP_alsfrs-r_T2_T4,trial_21,16,2.599445900206334e-05,3,512
MLP_alsfrs-r_T2_T4,trial_28,64,9.911748654677025e-05,3,256
MLP_alsfrs-r_T2_T4,trial_17,16,0.00026331595084692585,2,256
MLP_alsfrs-r_T2_T4,trial_10,32,9.879519299987868e-05,2,256
