dataset,trial,batch_size,learning_rate,n_layer,n_units
MLP_alsfrs-r_T1-T2-T3_T5,trial_18,16,0.0009045684710531122,2,32
MLP_alsfrs-r_T1-T2-T3_T5,trial_27,64,0.004513369230089719,3,64
MLP_alsfrs-r_T1-T2-T3_T5,trial_44,16,1.631797280433172e-05,1,256
MLP_alsfrs-r_T1-T2-T3_T5,trial_9,16,1.2672423300550026e-05,4,512
MLP_alsfrs-r_T1-T2-T3_T5,trial_43,16,1.881008380198494e-05,1,256
MLP_alsfrs-r_T1-T2-T3_T5,trial_7,16,2.854652095377762e-05,1,64
MLP_alsfrs-r_T1-T2-T3_T5,trial_0,64,0.0004978902216310561,4,256
MLP_alsfrs-r_T1-T2-T3_T5,trial_19,16,0.0031212106665604164,4,512
MLP_alsfrs-r_T1-T2-T3_T5,trial_26,64,0.00449087489695952,4,64
MLP_alsfrs-r_T1-T2-T3_T5,trial_21,32,6.03674850646464e-05,5,1024
MLP_alsfrs-r_T1-T2-T3_T5,trial_28,64,0.004446354129753496,4,64
MLP_alsfrs-r_T1-T2-T3_T5,trial_17,16,0.00936005119812096,4,32
MLP_alsfrs-r_T1-T2-T3_T5,trial_10,32,0.00016379993784666183,5,1024
MLP_alsfrs-r_T1-T2_T5,trial_36,16,0.001803301697456235,4,1024
MLP_alsfrs-r_T1-T2_T5,trial_31,16,0.005026061507574557,4,64
MLP_alsfrs-r_T1-T2_T5,trial_38,32,0.001051015453244102,3,512
MLP_alsfrs-r_T1-T2_T5,trial_39,128,0.004590148164519042,3,512
MLP_alsfrs-r_T1-T2_T5,trial_30,16,4.380226346170995e-05,4,1024
MLP_alsfrs-r_T1-T2_T5,trial_37,16,0.003225469135041931,3,512
MLP_alsfrs-r_T1-T2_T5,trial_15,16,0.009298125132668332,2,256
MLP_alsfrs-r_T1-T2_T5,trial_12,16,0.008282527897940317,2,128
MLP_alsfrs-r_T1-T2_T5,trial_24,16,0.0006098434140123911,4,64
MLP_alsfrs-r_T1-T2_T5,trial_23,16,0.0010710630196798373,3,64
MLP_alsfrs-r_T1-T2_T5,trial_5,64,0.00033572051344416876,1,128
MLP_alsfrs-r_T1-T2_T5,trial_48,16,1.0428598215554754e-05,3,64
MLP_alsfrs-r_T1-T2_T5,trial_2,16,0.0015278686421671976,1,512
MLP_alsfrs-r_T1-T2_T5,trial_46,16,0.0003859858934833535,3,32
MLP_alsfrs-r_T1-T2_T5,trial_41,16,0.0030228283095522666,4,512
MLP_alsfrs-r_T1-T2_T5,trial_22,16,0.002659695372131747,3,64
MLP_alsfrs-r_T1-T2_T5,trial_25,16,0.0023282780602280517,3,32
MLP_alsfrs-r_T1-T2_T5,trial_13,16,0.0037325405252942685,2,128
MLP_alsfrs-r_T1-T2_T5,trial_14,16,0.004536572331810603,2,128
MLP_alsfrs-r_T1-T2_T5,trial_40,64,0.0005064139446884758,3,512
MLP_alsfrs-r_T1-T2_T5,trial_47,128,0.006964099354380395,4,256
MLP_alsfrs-r_T1-T2_T5,trial_3,32,0.000335425695766428,5,512
MLP_alsfrs-r_T1-T2_T5,trial_4,32,1.0666274409456923e-05,5,1024
MLP_alsfrs-r_T1-T2_T5,trial_49,16,0.000204937835560921,2,512
MLP_alsfrs-r_T1-T2_T5,trial_32,16,0.002384435252795035,5,64
MLP_alsfrs-r_T1-T2_T5,trial_35,16,0.009951104931679796,4,256
MLP_alsfrs-r_T1-T2_T5,trial_34,32,0.0057509042753151815,5,32
MLP_alsfrs-r_T1-T2_T5,trial_33,16,0.0012431230451952764,4,64
MLP_alsfrs-r_T1-T2_T5,trial_1,32,0.0002748656065730349,5,128
MLP_alsfrs-r_T1-T2_T5,trial_6,128,0.0019047931710922269,4,512
MLP_alsfrs-r_T1-T2_T5,trial_42,16,0.0019369051806938297,5,64
MLP_alsfrs-r_T1-T2_T5,trial_45,16,0.001548808096124478,5,1024
MLP_alsfrs-r_T1-T2_T5,trial_8,32,2.4734769931976682e-05,3,256
MLP_alsfrs-r_T1-T2_T5,trial_11,16,0.006768522369963276,2,128
MLP_alsfrs-r_T1-T2_T5,trial_29,128,0.00010492964745708207,4,64
MLP_alsfrs-r_T1-T2_T5,trial_16,16,0.0033867401481796912,3,64
MLP_alsfrs-r_T1-T2_T5,trial_20,64,0.00016912047133407678,4,64
MLP_alsfrs-r_T1-T2_T5,trial_18,16,0.0006912370749206138,4,64
MLP_alsfrs-r_T1-T2_T5,trial_27,16,0.005997059187647158,4,64
MLP_alsfrs-r_T1-T2_T5,trial_44,32,0.0042065485525425,4,64
MLP_alsfrs-r_T1-T2_T5,trial_9,128,0.001415518142612446,1,128
MLP_alsfrs-r_T1-T2_T5,trial_43,16,0.006625888488846272,3,512
MLP_alsfrs-r_T1-T2_T5,trial_7,128,0.0007904401110914729,3,32
MLP_alsfrs-r_T1-T2_T5,trial_0,128,6.932938083990952e-05,4,1024
MLP_alsfrs-r_T1-T2_T5,trial_19,16,0.0029369845227490555,3,64
MLP_alsfrs-r_T1-T2_T5,trial_26,16,0.004901456682706803,4,64
MLP_alsfrs-r_T1-T2_T5,trial_21,16,0.0034231697174903104,3,64
MLP_alsfrs-r_T1-T2_T5,trial_28,64,0.0055190454590356005,5,64
MLP_alsfrs-r_T1-T2_T5,trial_17,16,0.0032424446727779017,4,64
MLP_alsfrs-r_T1-T2_T5,trial_10,64,0.008370366821342911,2,64
MLP_alsfrs-r_T2-T3_T5,trial_36,16,3.0530095669072064e-05,3,1024
MLP_alsfrs-r_T2-T3_T5,trial_31,16,7.037800302017762e-05,3,1024
MLP_alsfrs-r_T2-T3_T5,trial_38,16,8.582171627904646e-05,4,512
MLP_alsfrs-r_T2-T3_T5,trial_39,64,4.317043033046735e-05,5,1024
MLP_alsfrs-r_T2-T3_T5,trial_30,16,3.2993461189738296e-05,4,1024
MLP_alsfrs-r_T2-T3_T5,trial_37,64,1.1742411027345357e-05,3,128
MLP_alsfrs-r_T2-T3_T5,trial_15,32,2.8506671127012797e-05,1,1024
MLP_alsfrs-r_T2-T3_T5,trial_12,128,9.600436565814172e-05,2,64
MLP_alsfrs-r_T2-T3_T5,trial_24,16,7.48051799205474e-05,3,1024
MLP_alsfrs-r_T2-T3_T5,trial_23,16,6.798144701080051e-05,3,1024
MLP_alsfrs-r_T2-T3_T5,trial_5,16,0.0011916669422462277,3,512
MLP_alsfrs-r_T2-T3_T5,trial_48,16,0.00010614247795947654,2,1024
MLP_alsfrs-r_T2-T3_T5,trial_2,16,0.009778437070721286,3,1024
MLP_alsfrs-r_T2-T3_T5,trial_46,16,2.1513471005496245e-05,2,256
MLP_alsfrs-r_T2-T3_T5,trial_41,16,0.0001031404343870119,3,1024
MLP_alsfrs-r_T2-T3_T5,trial_22,16,0.0001600738699749111,2,1024
MLP_alsfrs-r_T2-T3_T5,trial_25,16,5.697759099745341e-05,3,1024
MLP_alsfrs-r_T2-T3_T5,trial_13,32,0.00015583267005052871,1,1024
MLP_alsfrs-r_T2-T3_T5,trial_14,16,0.00014682556718128664,2,1024
MLP_alsfrs-r_T2-T3_T5,trial_40,128,0.0018014135696302553,3,1024
MLP_alsfrs-r_T2-T3_T5,trial_47,64,3.3773549814154955e-05,3,32
MLP_alsfrs-r_T2-T3_T5,trial_3,128,0.002144096420951286,5,128
MLP_alsfrs-r_T2-T3_T5,trial_4,32,0.0010188742662525644,1,1024
MLP_alsfrs-r_T2-T3_T5,trial_49,16,0.00021498786952166605,3,64
MLP_alsfrs-r_T2-T3_T5,trial_32,16,5.9844085937196166e-05,3,1024
MLP_alsfrs-r_T2-T3_T5,trial_35,16,0.005239172318970925,4,1024
MLP_alsfrs-r_T2-T3_T5,trial_34,128,1.8193938621006226e-05,3,1024
MLP_alsfrs-r_T2-T3_T5,trial_33,16,6.293850130336205e-05,3,32
MLP_alsfrs-r_T2-T3_T5,trial_1,32,0.0035124120048624268,1,512
MLP_alsfrs-r_T2-T3_T5,trial_6,64,0.000674677732752868,4,512
MLP_alsfrs-r_T2-T3_T5,trial_42,16,0.0002234607577804689,3,1024
MLP_alsfrs-r_T2-T3_T5,trial_45,16,6.897576800444206e-05,3,1024
MLP_alsfrs-r_T2-T3_T5,trial_8,64,0.0005235238547426509,2,256
MLP_alsfrs-r_T2-T3_T5,trial_11,16,0.00013263342495829425,2,1024
MLP_alsfrs-r_T2-T3_T5,trial_29,16,0.0002915097556125365,5,256
MLP_alsfrs-r_T2-T3_T5,trial_16,16,0.00021455248521332732,2,64
MLP_alsfrs-r_T2-T3_T5,trial_20,16,0.0003156839203109264,1,1024
MLP_alsfrs-r_T2-T3_T5,trial_18,32,0.00032068465778066317,2,256
MLP_alsfrs-r_T2-T3_T5,trial_27,16,5.4960916701847734e-05,3,128
MLP_alsfrs-r_T2-T3_T5,trial_44,16,5.072094003024249e-05,4,512
MLP_alsfrs-r_T2-T3_T5,trial_9,32,0.0008423170095689495,2,1024
MLP_alsfrs-r_T2-T3_T5,trial_43,16,6.711066002806431e-05,2,1024
MLP_alsfrs-r_T2-T3_T5,trial_7,64,1.6618984082120075e-05,3,512
MLP_alsfrs-r_T2-T3_T5,trial_0,16,0.009627657813231242,4,512
MLP_alsfrs-r_T2-T3_T5,trial_19,16,4.16457501327583e-05,4,32
MLP_alsfrs-r_T2-T3_T5,trial_26,16,1.0647807242606712e-05,4,1024
MLP_alsfrs-r_T2-T3_T5,trial_21,16,0.0001284686265384323,2,1024
MLP_alsfrs-r_T2-T3_T5,trial_28,16,2.193182693006971e-05,3,64
MLP_alsfrs-r_T2-T3_T5,trial_17,128,4.5626861675075517e-05,1,128
MLP_alsfrs-r_T2-T3_T5,trial_10,32,9.174015522309168e-05,1,32
MLP_alsfrs-r_T2-T3-T4_T5,trial_36,64,0.0009161687032198037,5,128
MLP_alsfrs-r_T2-T3-T4_T5,trial_31,32,0.0013681143640876384,4,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_38,64,0.004810377966548312,4,256
MLP_alsfrs-r_T2-T3-T4_T5,trial_39,32,0.0018734335198125139,1,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_30,32,9.353543513298112e-05,3,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_37,32,1.3569136286984656e-05,5,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_15,128,0.0021357813417161794,4,64
MLP_alsfrs-r_T2-T3-T4_T5,trial_12,128,3.69099213482199e-05,2,64
MLP_alsfrs-r_T2-T3-T4_T5,trial_24,128,0.0029382683085849167,3,64
MLP_alsfrs-r_T2-T3-T4_T5,trial_23,128,0.0011443422022220273,4,64
MLP_alsfrs-r_T2-T3-T4_T5,trial_5,16,0.0007901678177572635,1,256
MLP_alsfrs-r_T2-T3-T4_T5,trial_48,16,0.005421954097896441,4,1024
MLP_alsfrs-r_T2-T3-T4_T5,trial_2,64,0.00033236470515446805,1,128
MLP_alsfrs-r_T2-T3-T4_T5,trial_46,64,4.4121279072892074e-05,4,256
MLP_alsfrs-r_T2-T3-T4_T5,trial_41,64,0.0006183873740672068,4,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_22,128,0.001327146960992474,4,64
MLP_alsfrs-r_T2-T3-T4_T5,trial_25,128,0.0005013662086036248,5,64
MLP_alsfrs-r_T2-T3-T4_T5,trial_13,128,0.0024654136240486856,4,64
MLP_alsfrs-r_T2-T3-T4_T5,trial_14,128,0.0028282905806265557,4,64
MLP_alsfrs-r_T2-T3-T4_T5,trial_40,32,0.00048748799251028884,3,128
MLP_alsfrs-r_T2-T3-T4_T5,trial_47,32,0.00038453977541713397,3,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_3,32,0.006664207485405559,2,256
MLP_alsfrs-r_T2-T3-T4_T5,trial_4,128,0.0017101489585898402,3,256
MLP_alsfrs-r_T2-T3-T4_T5,trial_49,64,0.0023263790923109197,5,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_32,64,0.0005410444238451373,4,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_35,64,0.0002552323193862372,5,1024
MLP_alsfrs-r_T2-T3-T4_T5,trial_34,64,0.0003036909578017027,5,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_33,64,0.0005192356951020356,5,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_1,64,1.8242695421605588e-05,5,1024
MLP_alsfrs-r_T2-T3-T4_T5,trial_6,128,0.000666097224838424,4,128
MLP_alsfrs-r_T2-T3-T4_T5,trial_42,64,0.00025042885629580924,4,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_45,16,0.0009714200439952148,5,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_8,128,0.007102766281899687,2,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_11,128,0.008375814701139546,2,64
MLP_alsfrs-r_T2-T3-T4_T5,trial_29,32,7.198472514075049e-05,5,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_16,128,0.0034907855595989155,4,64
MLP_alsfrs-r_T2-T3-T4_T5,trial_20,128,0.0043163998214380585,5,64
MLP_alsfrs-r_T2-T3-T4_T5,trial_18,32,0.003793673078587354,5,1024
MLP_alsfrs-r_T2-T3-T4_T5,trial_27,32,0.00018433701579745397,4,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_44,64,0.00011797666425114326,3,32
MLP_alsfrs-r_T2-T3-T4_T5,trial_9,128,0.00038830510990639283,3,32
MLP_alsfrs-r_T2-T3-T4_T5,trial_43,64,0.00070397313994816,4,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_7,32,0.00017406372766781044,3,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_0,64,0.0022842381011571357,3,32
MLP_alsfrs-r_T2-T3-T4_T5,trial_19,128,0.00017314505611400711,4,64
MLP_alsfrs-r_T2-T3-T4_T5,trial_26,32,0.0015724254427695328,4,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_21,128,0.0013596295187083825,4,64
MLP_alsfrs-r_T2-T3-T4_T5,trial_28,32,0.00017639567288267222,3,512
MLP_alsfrs-r_T2-T3-T4_T5,trial_17,16,0.0008655548152174154,4,64
MLP_alsfrs-r_T2-T3-T4_T5,trial_10,16,8.053735261531088e-05,5,32
MLP_alsfrs-r_T1-T2_T4,trial_36,128,7.440692612741512e-05,4,32
MLP_alsfrs-r_T1-T2_T4,trial_31,128,0.0004593483689458325,5,1024
MLP_alsfrs-r_T1-T2_T4,trial_38,64,0.00013991961527401721,3,1024
MLP_alsfrs-r_T1-T2_T4,trial_39,16,0.00023812592890744267,4,32
MLP_alsfrs-r_T1-T2_T4,trial_30,128,0.00027581392037654556,4,512
MLP_alsfrs-r_T1-T2_T4,trial_37,128,1.9191134239096547e-05,5,64
MLP_alsfrs-r_T1-T2_T4,trial_15,128,1.1922695587989152e-05,4,512
MLP_alsfrs-r_T1-T2_T4,trial_12,128,0.0007171410106937364,1,1024
MLP_alsfrs-r_T1-T2_T4,trial_24,128,0.00020907606542275612,4,512
MLP_alsfrs-r_T1-T2_T4,trial_23,128,3.060493960813519e-05,3,64
MLP_alsfrs-r_T1-T2_T4,trial_5,128,0.00046068530864173984,5,1024
MLP_alsfrs-r_T1-T2_T4,trial_48,64,1.820189559158347e-05,2,32
MLP_alsfrs-r_T1-T2_T4,trial_2,128,0.0021475794795692074,3,256
MLP_alsfrs-r_T1-T2_T4,trial_46,128,1.1085661075710503e-05,4,1024
MLP_alsfrs-r_T1-T2_T4,trial_41,128,1.8589952887853395e-05,3,64
MLP_alsfrs-r_T1-T2_T4,trial_22,128,0.009582869105948319,4,64
MLP_alsfrs-r_T1-T2_T4,trial_25,128,0.001030854877514648,2,64
MLP_alsfrs-r_T1-T2_T4,trial_13,128,0.00045851502283231216,2,1024
MLP_alsfrs-r_T1-T2_T4,trial_14,128,0.000349701354062773,2,1024
MLP_alsfrs-r_T1-T2_T4,trial_40,32,7.618197177667217e-05,5,512
MLP_alsfrs-r_T1-T2_T4,trial_47,128,0.0008029190757956105,1,256
MLP_alsfrs-r_T1-T2_T4,trial_3,16,0.000165793098524408,5,64
MLP_alsfrs-r_T1-T2_T4,trial_4,128,7.644079410330883e-05,2,1024
MLP_alsfrs-r_T1-T2_T4,trial_49,32,0.0004009556146885273,4,512
MLP_alsfrs-r_T1-T2_T4,trial_32,128,0.0004491480803700635,5,1024
MLP_alsfrs-r_T1-T2_T4,trial_35,128,0.0019480155929265791,3,256
MLP_alsfrs-r_T1-T2_T4,trial_34,128,0.004462428023714448,5,1024
MLP_alsfrs-r_T1-T2_T4,trial_33,128,0.001109646177147132,5,1024
MLP_alsfrs-r_T1-T2_T4,trial_1,128,0.00436994186182153,5,32
MLP_alsfrs-r_T1-T2_T4,trial_6,64,2.614153544427127e-05,3,32
MLP_alsfrs-r_T1-T2_T4,trial_42,128,3.841643343542803e-05,3,64
MLP_alsfrs-r_T1-T2_T4,trial_45,128,0.00011051218874417719,3,1024
MLP_alsfrs-r_T1-T2_T4,trial_8,32,4.98391846551215e-05,1,1024
MLP_alsfrs-r_T1-T2_T4,trial_11,128,0.00055618743036121,1,1024
MLP_alsfrs-r_T1-T2_T4,trial_29,16,0.00013335652203045372,2,128
MLP_alsfrs-r_T1-T2_T4,trial_16,32,1.3176638291356297e-05,4,512
MLP_alsfrs-r_T1-T2_T4,trial_20,128,0.0014114429004208541,3,512
MLP_alsfrs-r_T1-T2_T4,trial_18,16,1.2884862308317083e-05,2,128
MLP_alsfrs-r_T1-T2_T4,trial_27,64,3.0069961036345837e-05,3,64
MLP_alsfrs-r_T1-T2_T4,trial_44,128,3.828843864703715e-05,2,64
MLP_alsfrs-r_T1-T2_T4,trial_9,32,0.004902726631482775,4,256
MLP_alsfrs-r_T1-T2_T4,trial_43,128,5.834428495300474e-05,1,64
MLP_alsfrs-r_T1-T2_T4,trial_7,64,9.722229203931998e-05,5,32
MLP_alsfrs-r_T1-T2_T4,trial_0,16,0.0001013617601182365,2,128
MLP_alsfrs-r_T1-T2_T4,trial_19,128,0.00022295273161040486,4,64
MLP_alsfrs-r_T1-T2_T4,trial_26,16,0.0002911327541749454,4,256
MLP_alsfrs-r_T1-T2_T4,trial_21,128,0.000177922912385561,4,64
MLP_alsfrs-r_T1-T2_T4,trial_28,32,4.79869084968822e-05,5,128
MLP_alsfrs-r_T1-T2_T4,trial_17,64,0.0019838142269505104,3,512
MLP_alsfrs-r_T1-T2_T4,trial_10,128,0.0007372981663198578,4,512
MLP_alsfrs-r_T1_T4,trial_36,32,0.009785210976990763,3,32
MLP_alsfrs-r_T1_T4,trial_31,32,0.0003253830681094824,3,32
MLP_alsfrs-r_T1_T4,trial_38,64,0.0002772530169422041,2,256
MLP_alsfrs-r_T1_T4,trial_39,128,8.693383968871796e-05,2,1024
MLP_alsfrs-r_T1_T4,trial_30,32,0.0003075793500672829,3,32
MLP_alsfrs-r_T1_T4,trial_37,32,0.0008882322045522097,3,128
MLP_alsfrs-r_T1_T4,trial_15,128,8.885803542685411e-05,1,512
MLP_alsfrs-r_T1_T4,trial_12,32,0.0005652158857526176,2,512
MLP_alsfrs-r_T1_T4,trial_24,32,0.00363414031859655,4,64
MLP_alsfrs-r_T1_T4,trial_23,32,0.0029161343238202093,3,64
MLP_alsfrs-r_T1_T4,trial_5,16,0.00023287621433198963,5,1024
MLP_alsfrs-r_T1_T4,trial_48,64,0.006080578263674995,5,128
MLP_alsfrs-r_T1_T4,trial_2,128,4.574617670916513e-05,4,128
MLP_alsfrs-r_T1_T4,trial_46,32,9.970341816929401e-05,3,32
MLP_alsfrs-r_T1_T4,trial_41,32,0.0004120869833787565,4,32
MLP_alsfrs-r_T1_T4,trial_22,32,0.0010774783761484674,4,32
MLP_alsfrs-r_T1_T4,trial_25,32,0.00295431071025901,3,64
MLP_alsfrs-r_T1_T4,trial_13,128,0.00014926927166557057,1,64
MLP_alsfrs-r_T1_T4,trial_14,16,1.3343889786447766e-05,3,32
MLP_alsfrs-r_T1_T4,trial_40,16,4.020089429223207e-05,4,64
MLP_alsfrs-r_T1_T4,trial_47,16,0.001188874690180349,2,512
MLP_alsfrs-r_T1_T4,trial_3,16,5.6004945903276985e-05,1,256
MLP_alsfrs-r_T1_T4,trial_4,16,2.777872177663619e-05,1,512
MLP_alsfrs-r_T1_T4,trial_49,128,0.00026884890252460727,3,32
MLP_alsfrs-r_T1_T4,trial_32,32,0.00017290393536021042,3,32
MLP_alsfrs-r_T1_T4,trial_35,64,0.0002033136635352843,2,64
MLP_alsfrs-r_T1_T4,trial_34,32,6.88593069899102e-05,3,128
MLP_alsfrs-r_T1_T4,trial_33,32,0.00013655799859370462,3,32
MLP_alsfrs-r_T1_T4,trial_1,128,0.004693354756475466,5,128
MLP_alsfrs-r_T1_T4,trial_6,16,0.001491177336903649,2,128
MLP_alsfrs-r_T1_T4,trial_42,32,0.00018518167946145075,5,32
MLP_alsfrs-r_T1_T4,trial_45,32,0.002031838214340899,3,256
MLP_alsfrs-r_T1_T4,trial_8,64,0.001460062032557218,5,256
MLP_alsfrs-r_T1_T4,trial_11,64,1.0284671863204482e-05,1,32
MLP_alsfrs-r_T1_T4,trial_29,32,0.00013177087763431979,2,1024
MLP_alsfrs-r_T1_T4,trial_16,64,0.0005912743831281922,2,64
MLP_alsfrs-r_T1_T4,trial_20,32,0.00037596012628407765,4,32
MLP_alsfrs-r_T1_T4,trial_18,64,0.005116085468029528,3,64
MLP_alsfrs-r_T1_T4,trial_27,32,0.008943594567364372,4,64
MLP_alsfrs-r_T1_T4,trial_44,32,0.0005945708565229817,4,32
MLP_alsfrs-r_T1_T4,trial_9,32,0.0015601495220894507,2,512
MLP_alsfrs-r_T1_T4,trial_43,32,0.00040180058351763206,3,32
MLP_alsfrs-r_T1_T4,trial_7,16,3.2038913429348104e-05,5,256
MLP_alsfrs-r_T1_T4,trial_0,128,0.00043264228242870657,1,32
MLP_alsfrs-r_T1_T4,trial_19,64,0.0006269444906967339,2,1024
MLP_alsfrs-r_T1_T4,trial_26,32,0.002224770608081797,3,64
MLP_alsfrs-r_T1_T4,trial_21,32,0.00039193736995495943,4,32
MLP_alsfrs-r_T1_T4,trial_28,64,0.0008598415715372551,4,64
MLP_alsfrs-r_T1_T4,trial_17,64,0.0005418823059103749,2,64
MLP_alsfrs-r_T1_T4,trial_10,128,0.00022964768877808874,3,32
MLP_alsfrs-r_T1_T2,trial_36,16,4.55189471925075e-05,2,1024
MLP_alsfrs-r_T1_T2,trial_31,16,0.00011871524961125082,1,512
MLP_alsfrs-r_T1_T2,trial_38,64,4.6704398271409964e-05,1,512
MLP_alsfrs-r_T1_T2,trial_39,16,0.00033206638075006543,1,32
MLP_alsfrs-r_T1_T2,trial_30,16,0.0003504245444298825,3,64
MLP_alsfrs-r_T1_T2,trial_37,128,0.00010164921917926606,2,512
MLP_alsfrs-r_T1_T2,trial_15,16,8.406202117339407e-05,2,512
MLP_alsfrs-r_T1_T2,trial_12,128,0.0006470995444986008,4,256
MLP_alsfrs-r_T1_T2,trial_24,16,0.00013971569142102016,1,512
MLP_alsfrs-r_T1_T2,trial_23,16,0.0001444193395928977,1,512
MLP_alsfrs-r_T1_T2,trial_5,64,0.00025127336856410837,1,512
MLP_alsfrs-r_T1_T2,trial_48,16,5.687591053352332e-05,1,64
MLP_alsfrs-r_T1_T2,trial_2,16,4.63863525426752e-05,2,256
MLP_alsfrs-r_T1_T2,trial_46,64,1.3334419196221065e-05,1,32
MLP_alsfrs-r_T1_T2,trial_41,16,1.7788739500218253e-05,1,512
MLP_alsfrs-r_T1_T2,trial_22,16,0.0004988756416578806,1,512
MLP_alsfrs-r_T1_T2,trial_25,16,3.8729815272535626e-05,2,512
MLP_alsfrs-r_T1_T2,trial_13,32,1.0137464339787042e-05,4,1024
MLP_alsfrs-r_T1_T2,trial_14,16,7.669380521449102e-05,2,512
MLP_alsfrs-r_T1_T2,trial_40,32,0.0001866539738020941,2,512
MLP_alsfrs-r_T1_T2,trial_47,16,2.533799796878988e-05,2,512
MLP_alsfrs-r_T1_T2,trial_3,128,0.0037075012110918304,1,32
MLP_alsfrs-r_T1_T2,trial_4,32,0.007844228705538008,5,32
MLP_alsfrs-r_T1_T2,trial_49,32,1.3129151895322032e-05,1,512
MLP_alsfrs-r_T1_T2,trial_32,16,5.3473759967933616e-05,2,512
MLP_alsfrs-r_T1_T2,trial_35,32,0.00023762720193816052,1,512
MLP_alsfrs-r_T1_T2,trial_34,16,2.7215242417819416e-05,1,128
MLP_alsfrs-r_T1_T2,trial_33,16,2.1324020385211468e-05,1,512
MLP_alsfrs-r_T1_T2,trial_1,32,1.7929179256293413e-05,2,1024
MLP_alsfrs-r_T1_T2,trial_6,64,0.0014398246652640328,2,32
MLP_alsfrs-r_T1_T2,trial_42,16,1.423268738866825e-05,1,512
MLP_alsfrs-r_T1_T2,trial_45,16,0.0016977561918699367,2,128
MLP_alsfrs-r_T1_T2,trial_8,64,0.00897633665706993,5,256
MLP_alsfrs-r_T1_T2,trial_11,16,8.193817153322255e-05,4,64
MLP_alsfrs-r_T1_T2,trial_29,128,1.9859730474080855e-05,3,128
MLP_alsfrs-r_T1_T2,trial_16,16,3.736274825977683e-05,1,512
MLP_alsfrs-r_T1_T2,trial_20,128,2.9520808247947796e-05,1,64
MLP_alsfrs-r_T1_T2,trial_18,16,0.00015880584521839179,1,512
MLP_alsfrs-r_T1_T2,trial_27,16,1.7020077506912495e-05,3,512
MLP_alsfrs-r_T1_T2,trial_44,16,2.097875504348396e-05,1,256
MLP_alsfrs-r_T1_T2,trial_9,32,3.08477050917317e-05,3,32
MLP_alsfrs-r_T1_T2,trial_43,16,1.4154766610606649e-05,1,512
MLP_alsfrs-r_T1_T2,trial_7,16,0.0033469498208660354,5,128
MLP_alsfrs-r_T1_T2,trial_0,32,0.00023755456478031364,2,128
MLP_alsfrs-r_T1_T2,trial_19,16,0.0006964796724871424,1,512
MLP_alsfrs-r_T1_T2,trial_26,16,1.7590785809101734e-05,3,512
MLP_alsfrs-r_T1_T2,trial_21,16,0.0001274786338028165,1,512
MLP_alsfrs-r_T1_T2,trial_28,64,1.017369505873937e-05,4,1024
MLP_alsfrs-r_T1_T2,trial_17,16,0.00012178227131097418,1,512
MLP_alsfrs-r_T1_T2,trial_10,16,6.60418677343586e-05,3,256
MLP_alsfrs-r_T2_T3,trial_36,64,0.00016044698239414454,3,64
MLP_alsfrs-r_T2_T3,trial_31,32,0.0001035329092586955,2,128
MLP_alsfrs-r_T2_T3,trial_38,64,0.0003513503509564833,5,256
MLP_alsfrs-r_T2_T3,trial_39,64,0.0009857244619562663,5,256
MLP_alsfrs-r_T2_T3,trial_30,128,0.0001554154991352379,1,32
MLP_alsfrs-r_T2_T3,trial_37,32,2.1473042423861793e-05,2,1024
MLP_alsfrs-r_T2_T3,trial_15,128,0.00039823503566350935,1,512
MLP_alsfrs-r_T2_T3,trial_12,32,6.210306477590533e-05,1,32
MLP_alsfrs-r_T2_T3,trial_24,32,3.562503984452748e-05,2,32
MLP_alsfrs-r_T2_T3,trial_23,32,1.8848564173755615e-05,1,32
MLP_alsfrs-r_T2_T3,trial_5,128,1.2598510888898474e-05,3,256
MLP_alsfrs-r_T2_T3,trial_48,64,0.0013786133265011344,5,256
MLP_alsfrs-r_T2_T3,trial_2,64,0.0011782605977367821,2,1024
MLP_alsfrs-r_T2_T3,trial_46,64,0.0027200409629784734,5,256
MLP_alsfrs-r_T2_T3,trial_41,64,0.0026485914462717774,5,256
MLP_alsfrs-r_T2_T3,trial_22,32,8.57659648549552e-05,2,32
MLP_alsfrs-r_T2_T3,trial_25,32,0.0002245104452629956,1,256
MLP_alsfrs-r_T2_T3,trial_13,128,0.0006156221817128263,1,128
MLP_alsfrs-r_T2_T3,trial_14,32,6.732053353806543e-05,2,32
MLP_alsfrs-r_T2_T3,trial_40,64,0.002238135340644266,5,256
