Run;n_layer;n_units;learning_rate;activation;criterion;decroissant;optimizer;Smoothed;Value;Step
T3_T5/trial_33;3;1 024;0,0004;ReLU;Huber;0;Adam;0,7433;0,7433;180
T3_T5/trial_34;2;128;0,0002;ReLU;Huber;0;Adam;0,724;0,724;540
T3_T5/trial_35;3;64;0,0001;ReLU;MSE;0;RMSprop;0,7348;0,7348;880
T3_T5/trial_36;3;1 024;0,0001;ReLU;Huber;0;Adagrad;0,7045;0,7045;2 680
T3_T5/trial_37;2;32;0,0011;tanh;Huber;0;Adam;0,5328;0,5328;1 190
T3_T5/trial_38;4;1 024;0,0002;sigmoid;MSE;0;Adam;0,5244;0,5244;3 120
T3_T5/trial_39;3;128;0,008;ReLU;Huber;0;Adagrad;0,6989;0,6989;430
T3_T5/trial_4;3;64;0,0061;sigmoid;MSE;0;RMSprop;0,5605;0,5605;1 060
T3_T5/trial_40;2;64;0,0039;ReLU;Huber;0;Adam;0,7323;0,7323;480
T3_T5/trial_41;2;512;0,0001;ReLU;Huber;1;Adam;0,7236;0,7236;760
T3_T5/trial_42;2;1 024;0,0001;ReLU;Huber;1;Adam;0,7345;0,7345;550
T3_T5/trial_43;2;32;0,0001;ReLU;Huber;1;Adam;0,7047;0,7047;1 480
T3_T5/trial_44;2;512;0;ReLU;Huber;1;RMSprop;0,7114;0,7114;830
T3_T5/trial_45;1;128;0,0001;tanh;MSE;1;Adam;0,6251;0,6251;9 360
T3_T5/trial_46;2;512;0,0001;ReLU;Huber;1;Adam;0,7191;0,7191;580
T3_T5/trial_47;2;256;0,0001;ReLU;MAE;1;Adagrad;0,6557;0,6557;2 000
T3_T5/trial_48;1;1 024;0;ReLU;Huber;1;RMSprop;0,6917;0,6917;1 400
T3_T5/trial_49;2;512;0;sigmoid;Huber;1;Adam;-3,3923;-3,3923;2 000
T3_T5/trial_5;4;1 024;0,0017;ReLU;MSE;1;Adagrad;0,6766;0,6766;1 840
T3_T5/trial_6;3;32;0,0022;tanh;Huber;1;Adagrad;-6,1815;-6,1815;16 000
T3_T5/trial_7;2;128;0;sigmoid;MSE;0;Adam;0,2741;0,2741;8 000
T3_T5/trial_8;4;512;0,0001;tanh;MAE;0;Adam;0,6809;0,6809;1 750
T3_T5/trial_9;3;1 024;0;ReLU;Huber;1;Adagrad;0,6354;0,6354;8 000
