dataset,mae_mean,mae_IC_95_low,mae_IC_95_high,mae_std,rmse_mean,rmse_IC_95_low,rmse_IC_95_high,rmse_std,r2_mean,r2_IC_95_low,r2_IC_95_high,r2_std
Combined_12M,3.0771355628967285,2.780556427598547,3.37371469819491,0.47850284389055836,4.51841413974762,4.14363239398385,4.893195885511389,0.6046754806467726,0.7075149178504944,0.6370961284283907,0.777933707272598,0.1136141656355203
Combined_3M,2.407513737678528,2.3911861287282257,2.42384134662883,0.02634307807525841,3.4571470737457277,3.36018164277144,3.5541125047200155,0.15644470213193348,0.8475277125835419,0.8359413295879847,0.859114095579099,0.01869355107602303
Combined_6M,2.699302339553833,2.6213481807867085,2.7772564983209573,0.12577178305433534,3.6022467613220215,3.5358931800799525,3.6686003425640905,0.1070553304254907,0.8431733131408692,0.8367085279904982,0.8496380982912402,0.010430329417758368
Combined_9M,2.2727617502212523,2.2583509731887266,2.287172527253778,0.023250448099808047,3.062921094894409,3.023279057062474,3.102563132726344,0.06395874012218292,0.8774640262126923,0.8737874803582598,0.8811405720671247,0.0059317647051308495
