dataset,n_layer,n_units,learning_rate,decroissant,mae,rmse,r2,trial
3M,2.0,256.0,5e-05,1.0,2.5788700580596924,3.4148199558258057,0.8036735653877258,trial_16
6M,3.0,256.0,5e-05,1.0,2.7722842693328857,3.682898998260498,0.8109769225120544,trial_28
9M,3.0,512.0,5e-06,0.0,2.6866514682769775,3.5167665481567383,0.8419355750083923,trial_30
