dataset,trial,mae,rmse,r2
Combined_18M,50,3.8915328979492188,5.122511386871338,0.6907045245170593
Combined_18M,32,3.939872980117798,5.199695110321045,0.6808971762657166
Combined_18M,35,3.8567428588867188,5.073563098907471,0.696667492389679
Combined_18M,34,3.898416042327881,5.130496978759766,0.6895724534988403
Combined_18M,33,3.8712046146392822,5.157522201538086,0.6878150701522827
Combined_18M,20,3.9469518661499023,5.242573261260986,0.6779899597167969
Combined_18M,18,3.87324857711792,5.08559513092041,0.6964283585548401
Combined_18M,27,3.872734308242798,5.09707498550415,0.6945151090621948
Combined_18M,9,3.8623292446136475,5.114437580108643,0.6912050843238831
Combined_18M,11,4.000428676605225,5.112272262573242,0.6937624216079712
Combined_18M,7,3.89540433883667,5.123967170715332,0.6916711926460266
Combined_18M,29,3.911316394805908,5.141509056091309,0.6886917948722839
Combined_18M,16,3.8689093589782715,5.080989837646484,0.6967840194702148
Combined_18M,42,3.9208180904388428,5.199005126953125,0.6831190586090088
Combined_18M,45,3.845740795135498,5.139199733734131,0.688701331615448
Combined_18M,6,3.898852586746216,5.155711650848389,0.6845127940177917
Combined_18M,28,3.900285243988037,5.130720138549805,0.6912352442741394
Combined_18M,17,3.840359926223755,5.05136251449585,0.7008227109909058
Combined_18M,1,3.7342238426208496,4.858724117279053,0.7221444249153137
Combined_18M,10,3.9104928970336914,5.101345539093018,0.6949859261512756
Combined_18M,19,3.9286372661590576,5.151849269866943,0.6879496574401855
Combined_18M,26,4.004653453826904,5.288089752197266,0.6733676195144653
Combined_18M,8,3.8791863918304443,5.095877170562744,0.6931885480880737
Combined_18M,21,3.922373056411743,5.1488752365112305,0.6886159181594849
Combined_18M,44,3.9093446731567383,5.184809684753418,0.684257447719574
Combined_18M,43,3.919508695602417,5.15449333190918,0.6892193555831909
Combined_18M,38,3.912550687789917,5.190206527709961,0.68291175365448
Combined_18M,36,3.861110210418701,5.1095380783081055,0.6934422850608826
Combined_18M,31,3.942307949066162,5.189211845397949,0.6838757991790771
Combined_18M,30,3.9695498943328857,5.182050704956055,0.6848234534263611
Combined_18M,37,3.8985631465911865,5.202285289764404,0.683049201965332
Combined_18M,39,3.8944883346557617,5.184822082519531,0.6829993724822998
Combined_18M,46,3.8786027431488037,5.151594161987305,0.6881684064865112
Combined_18M,41,3.89754581451416,5.205630779266357,0.6822788715362549
Combined_18M,48,3.9068119525909424,5.191478252410889,0.6832425594329834
Combined_18M,24,3.9251835346221924,5.167696952819824,0.6863498091697693
Combined_18M,23,3.9221296310424805,5.146296977996826,0.6898158192634583
Combined_18M,4,3.918954610824585,5.119070053100586,0.6914921402931213
Combined_18M,15,3.9365413188934326,5.219508647918701,0.6800553798675537
Combined_18M,3,3.8655731678009033,5.0136919021606445,0.7025113105773926
Combined_18M,12,3.9466028213500977,5.121413707733154,0.6938020586967468
Combined_18M,49,3.8992972373962402,5.165945053100586,0.6866976022720337
Combined_18M,40,3.880537986755371,5.153083324432373,0.6878189444541931
Combined_18M,47,3.8864798545837402,5.169597625732422,0.6865885257720947
Combined_18M,2,3.8505985736846924,5.064912796020508,0.6981983780860901
Combined_18M,13,3.8838627338409424,5.151474475860596,0.6902000904083252
Combined_18M,5,4.034554958343506,5.103437900543213,0.693248450756073
Combined_18M,14,3.8833351135253906,5.059579372406006,0.6997918486595154
