dataset,mae_mean,mae_IC_95_low,mae_IC_95_high,mae_std,rmse_mean,rmse_IC_95_low,rmse_IC_95_high,rmse_std,r2_mean,r2_IC_95_low,r2_IC_95_high,r2_std
_0_12M,2.966874694824219,2.7822731107182377,3.1514762789302,0.2978374823724687,4.047449707984924,3.825583752415354,4.269315663554495,0.3579600790048787,0.757630729675293,0.7267242665611604,0.7885371927894256,0.049864702990122155
_0_3M,2.554050874710083,2.457593924269733,2.6505078251504335,0.15562431609463684,3.580960178375244,3.2709457734583998,3.8909745832920883,0.5001794015300665,0.5262990146875381,0.2648000015738214,0.7877980278012549,0.4219043302681554
_0_6M,3.0769508361816404,2.9449212913149276,3.2089803810483533,0.21301738786439037,4.889841556549072,4.4299046426018975,5.349778470496247,0.7420654224805806,-0.2902607604861259,-0.8404252538398395,0.2599037328675876,0.8876392279338281
_0_9M,3.2289859533309935,2.7047047040516987,3.7532672026102882,0.8458790215515734,5.774476051330566,4.067616902418893,7.48133520024224,2.75385844676398,-0.5346858114004135,-1.8992969286702,0.8299253058693729,2.2016730872243153
_3_12M,2.680765652656555,2.5973610028987686,2.7641703024143416,0.1345656432057227,4.163905286788941,3.732978427482285,4.594832146095597,0.6952603981387556,0.793224036693573,0.7393258101892761,0.8471222631978699,0.08695977428430257
_3_6M,2.8311002969741823,2.74553751153164,2.916663082416725,0.13804759436057756,3.789933133125305,3.6812151120515333,3.8986511541990767,0.17540641290780803,0.7920044124126434,0.7799522601353921,0.8040565646898947,0.019445026481275093
_3_9M,2.566019296646118,2.4741777109859884,2.657860882306248,0.1481778543915657,3.6314756870269775,3.3215480623500357,3.9414033117039193,0.5000393896861953,0.7287469536066056,0.63689418715777,0.8205997200554411,0.14819589355398782
_6_12M,2.2431792259216308,2.165238859087627,2.3211195927556347,0.12574953105331568,2.9567719459533692,2.8821795230090816,3.031364368897657,0.12034793504824069,0.9010151863098145,0.895830121862212,0.906200250757417,0.008365619116932016
_6_9M,2.407443141937256,2.2756489119932275,2.5392373718812844,0.21263772912811005,3.2613358736038207,3.0771409182425136,3.445530828965128,0.29718142472182285,0.8462233543395996,0.8283911099638536,0.8640555987153457,0.028770667357186176
_9_12M,2.1611222505569456,2.1000402354831187,2.2222042656307726,0.09855014882960776,2.840803623199463,2.7565569477732144,2.9250502986257114,0.13592417328769488,0.9035817682743073,0.8974963291357271,0.9096672074128874,0.009818289918493026
