,month,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std
0,3,2.7857220389626245,0.9334125266391037,3.4951174042441626,1.0439879215587478,0.7936240922320973,0.17302883938933245
1,6,4.803362889723345,1.9860478742046617,6.065762823278254,2.1421687245846925,0.48547910289330914,0.5389755882535474
2,9,6.613346446644176,2.776015580877988,8.268051797693426,2.974228581798901,0.20783747800371863,0.7981237986387787
3,12,8.0538047877225,3.6275720393970268,9.76809193871238,3.9111995795457886,-0.15409472313794223,1.1780057414110947
