,month,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std
0,3,2.7200125347484243,0.6197031890627098,3.427992669018832,0.6242886783616914,0.6736797121438113,0.14181754132586852
1,6,4.342279932715676,1.436692615282409,5.317088994112882,1.4466096925409955,0.48855203661051666,0.2995717600442089
2,9,6.24226747859608,1.9781870913252024,7.516221263191917,2.136847362359757,0.1532648571512916,0.505114152103673
3,12,7.935893795707009,2.800915886273506,9.453709472309459,2.9343489462137917,-0.12549219771542333,0.7080797960199784
