dataset,trial,n_layer,n_units,learning_rate,decroissant,batch_size,activation,optimizer,mae,rmse,r2
T3-T4_T5,trial_43,2.0,512.0,0.000256238246922188,0.0,32,ReLU,Adam,3.1308138370513916,4.209985733032227,0.7990444898605347
T3-T4_T5,trial_81,2.0,512.0,0.00018449892614403964,0.0,32,ReLU,Adam,3.09883713722229,4.130224704742432,0.8059759140014648
T3-T4_T5,trial_75,2.0,512.0,0.0001753213778840071,0.0,32,ReLU,Adam,3.284883737564087,4.493256568908691,0.7728024125099182
T3-T4_T5,trial_0,1.0,512.0,1.536945659066315e-05,1.0,32,ReLU,Adam,3.8081395626068115,5.012585639953613,0.716919481754303
T3-T4_T5,trial_21,2.0,512.0,0.00013891521281193738,0.0,32,ReLU,Adam,3.2441861629486084,4.372981071472168,0.7817682027816772
T1_T2,trial_54,3.0,128.0,0.0006505623048654677,0.0,16,ReLU,Adam,2.7632274627685547,3.8266594409942627,0.6938914656639099
T1_T2,trial_62,3.0,128.0,0.00041533483123569524,0.0,16,ReLU,Adam,2.7791004180908203,3.7649147510528564,0.704996645450592
T1_T2,trial_31,3.0,128.0,0.0003619349082233398,0.0,16,ReLU,Adam,2.6693122386932373,3.5430335998535156,0.7295098900794983
T1_T2,trial_55,3.0,128.0,0.0004606493002702356,0.0,16,ReLU,Adam,2.7314815521240234,3.676683187484741,0.7055960893630981
T1_T2,trial_37,3.0,512.0,0.00015214050837091914,0.0,16,ReLU,Adam,2.767195701599121,3.7545769214630127,0.7105460166931152
T1_T2,trial_15,3.0,128.0,0.00037790862182903346,0.0,16,ReLU,Adam,2.6838624477386475,3.6087827682495117,0.7265172600746155
T1_T2,trial_12,3.0,64.0,0.0008961930311009176,0.0,64,ReLU,Adam,2.722222328186035,3.8211352825164795,0.7350325584411621
T1_T2,trial_24,3.0,512.0,0.0003089442843709965,0.0,16,ReLU,Adam,2.882275104522705,3.8814942836761475,0.6831293702125549
T1_T2,trial_23,3.0,128.0,0.000607671830090124,0.0,16,ReLU,Adam,2.7486772537231445,3.6788692474365234,0.715450644493103
