dataset,trial,n_layer,n_units,learning_rate,decroissant,batch_size,activation,optimizer,mae,rmse,r2
T1_T2,trial_77,3.0,128.0,0.0006797612344468769,0.0,16,ReLU,Adam,2.8042328357696533,3.7829270362854004,0.6994739770889282
T1_T2,trial_5,3.0,64.0,0.00010108159124929632,0.0,16,ReLU,Adam,2.7037036418914795,3.6576218605041504,0.7225273251533508
T1_T2,trial_2,1.0,32.0,0.00012097352715768668,1.0,128,ReLU,Adam,3.0767195224761963,4.25285530090332,0.6762046217918396
T1_T2,trial_46,3.0,128.0,0.0003381797197014577,0.0,16,ReLU,Adam,2.679894208908081,3.6531994342803955,0.7227250337600708
T1_T2,trial_41,3.0,128.0,0.00034794331048959207,0.0,16,ReLU,Adam,2.7235450744628906,3.657841205596924,0.7231807708740234
T1_T2,trial_22,3.0,128.0,0.0006259520077750622,0.0,16,ReLU,Adam,2.7010581493377686,3.668985366821289,0.7142846584320068
T1_T2,trial_13,2.0,64.0,0.00040342376910489064,0.0,16,ReLU,Adam,2.767195701599121,3.7736382484436035,0.7005753517150879
T1_T2,trial_3,1.0,256.0,3.0097922136528367e-05,0.0,128,ReLU,Adam,2.8981480598449707,4.070705890655518,0.7025232315063477
T1_T2,trial_4,1.0,512.0,0.000219707458573612,1.0,32,ReLU,Adam,2.857142925262451,3.9764957427978516,0.6984885931015015
T1_T2,trial_33,3.0,128.0,0.00031178166872690785,0.0,16,ReLU,Adam,2.7063491344451904,3.694326639175415,0.7151117920875549
T1_T2,trial_87,3.0,64.0,0.0006172733898371648,0.0,16,ReLU,Adam,2.727513313293457,3.681942939758301,0.712782621383667
T1_T2,trial_1,1.0,128.0,6.696236150546772e-05,1.0,32,ReLU,Adam,2.9206349849700928,4.091704368591309,0.682492196559906
T1_T2,trial_89,3.0,256.0,0.0009994737463030813,0.0,16,ReLU,Adam,2.7433862686157227,3.7129898071289062,0.7148618102073669
T1_T2,trial_8,3.0,64.0,0.0008979644889236014,0.0,64,ReLU,Adam,2.7235450744628906,3.758202075958252,0.7447853088378906
T1_T2,trial_11,3.0,64.0,0.0009679904369689957,0.0,16,ReLU,Adam,2.789682626724243,3.718975782394409,0.7138413786888123
T1_T2,trial_18,2.0,64.0,0.0006065336068642828,0.0,16,ReLU,Adam,2.8783068656921387,3.883312463760376,0.6778510212898254
T1_T2,trial_0,3.0,64.0,7.54027499289291e-05,1.0,128,ReLU,Adam,2.7539682388305664,3.871929407119751,0.7314251065254211
T1_T2,trial_21,3.0,128.0,0.0003648026913412691,0.0,16,ReLU,Adam,2.7129628658294678,3.6122734546661377,0.7251051664352417
T1_T2,trial_10,2.0,256.0,0.00043964343006619666,0.0,16,ReLU,Adam,2.7314815521240234,3.7218799591064453,0.7059630751609802
T1-T2-T3-T4_T5,trial_91,3.0,512.0,8.604146468199587e-05,0.0,16,ReLU,Adam,2.885294198989868,3.6723790168762207,0.8073338270187378
T1-T2-T3-T4_T5,trial_96,3.0,512.0,0.00011974138030358687,0.0,16,ReLU,Adam,3.0205881595611572,3.747281074523926,0.8063451647758484
T1-T2-T3-T4_T5,trial_62,3.0,512.0,0.00019430134658029484,0.0,64,ReLU,Adam,2.9588234424591064,3.951908588409424,0.8212551474571228
T1-T2-T3-T4_T5,trial_63,3.0,512.0,0.0002654450745393115,0.0,64,ReLU,Adam,3.058823585510254,3.946458101272583,0.8246974945068359
T1-T2-T3-T4_T5,trial_90,3.0,512.0,0.00024104354637127153,0.0,32,ReLU,Adam,3.188235282897949,3.9908108711242676,0.8112285137176514
T1-T2-T3-T4_T5,trial_15,3.0,512.0,6.914847739402214e-05,0.0,64,ReLU,Adam,3.02647066116333,3.847576141357422,0.8309420347213745
T1-T2-T3-T4_T5,trial_12,2.0,128.0,0.00022563944700706377,0.0,16,ReLU,Adam,3.2411763668060303,4.067427635192871,0.7783920168876648
T1-T2-T3-T4_T5,trial_24,3.0,512.0,0.00037775015626178297,0.0,128,ReLU,Adam,3.1235294342041016,4.029236316680908,0.8246492147445679
T1-T2-T3-T4_T5,trial_23,3.0,512.0,0.0001625903252941397,0.0,64,ReLU,Adam,3.1235294342041016,3.9947171211242676,0.8174020051956177
T1-T2-T3-T4_T5,trial_77,3.0,256.0,0.0007564821644538721,0.0,16,ReLU,Adam,3.188235282897949,4.049003601074219,0.7791880965232849
T1-T2-T3-T4_T5,trial_48,2.0,128.0,0.00028003519396159525,0.0,16,ReLU,Adam,3.2941176891326904,4.129086971282959,0.7680759429931641
T1-T2-T3-T4_T5,trial_2,2.0,128.0,0.0001082347076160185,0.0,64,ReLU,Adam,3.5147058963775635,4.473077297210693,0.7727587819099426
T1-T2-T3-T4_T5,trial_14,2.0,128.0,0.0002369064508379324,0.0,32,ReLU,Adam,3.311764717102051,4.371120452880859,0.7779525518417358
T1-T2-T3-T4_T5,trial_3,1.0,256.0,1.9829910457608295e-05,0.0,32,ReLU,Adam,3.9235293865203857,5.016778469085693,0.7146586775779724
T1-T2-T3-T4_T5,trial_4,2.0,128.0,1.7517795614353332e-05,0.0,32,ReLU,Adam,3.3529412746429443,4.307447910308838,0.7890442609786987
T1-T2-T3-T4_T5,trial_49,3.0,512.0,0.0001972574182166612,0.0,32,ReLU,Adam,3.226470470428467,4.12042760848999,0.7975988984107971
T1-T2-T3-T4_T5,trial_95,3.0,512.0,0.00018230039348882292,0.0,16,ReLU,Adam,2.9588234424591064,3.7988240718841553,0.7999131083488464
T1-T2-T3-T4_T5,trial_92,3.0,512.0,9.897207210108219e-05,0.0,16,ReLU,Adam,2.9323530197143555,3.762376546859741,0.8083323836326599
T1-T2-T3-T4_T5,trial_93,3.0,512.0,9.057178321013864e-05,0.0,16,ReLU,Adam,2.888235330581665,3.670274019241333,0.8217087984085083
T1-T2-T3-T4_T5,trial_94,3.0,512.0,0.00010166055256000146,0.0,16,ReLU,Adam,2.938235282897949,3.6705281734466553,0.8183324337005615
T1-T2-T3-T4_T5,trial_1,1.0,32.0,1.5927033672722286e-05,0.0,32,ReLU,Adam,4.158823490142822,5.248236179351807,0.6790714263916016
T1-T2-T3-T4_T5,trial_29,3.0,512.0,0.00011688519215620451,0.0,16,ReLU,Adam,3.0676469802856445,3.8011112213134766,0.8072627186775208
T1-T2-T3-T4_T5,trial_16,3.0,512.0,0.00010777105713082701,0.0,64,ReLU,Adam,3.0058822631835938,3.910545825958252,0.8256177306175232
T1-T2-T3-T4_T5,trial_20,3.0,512.0,8.197359892712786e-05,0.0,16,ReLU,Adam,3.167647123336792,3.9309279918670654,0.800334632396698
T1-T2-T3-T4_T5,trial_18,3.0,512.0,0.00036179197468309056,1.0,64,ReLU,Adam,3.167647123336792,4.037143707275391,0.8151071667671204
T1-T2-T3-T4_T5,trial_27,3.0,512.0,0.0009369554617629591,0.0,64,ReLU,Adam,3.382352828979492,4.250014781951904,0.7954030632972717
T1-T2-T3-T4_T5,trial_0,1.0,512.0,0.00011076091362388198,0.0,16,ReLU,Adam,3.802941083908081,4.796163082122803,0.6897667646408081
T1-T2-T3-T4_T5,trial_21,3.0,512.0,0.0001421858376583706,0.0,64,ReLU,Adam,2.9823529720306396,3.888615131378174,0.8251202702522278
T4_T5,trial_53,3.0,256.0,0.00041117817968225014,0.0,16,ReLU,Adam,3.0601718425750732,3.923325538635254,0.801787257194519
T4_T5,trial_62,3.0,256.0,0.0005507459845543349,0.0,16,ReLU,Adam,3.0916905403137207,4.000985145568848,0.7955228686332703
T4_T5,trial_31,3.0,256.0,0.00030852302998941265,0.0,16,ReLU,Adam,2.7507164478302,3.6211681365966797,0.8298386335372925
T4_T5,trial_97,3.0,128.0,0.0005987629699968896,0.0,16,ReLU,Adam,3.0916905403137207,4.017926216125488,0.7971311807632446
T4_T5,trial_52,3.0,256.0,0.00037899194515709524,0.0,16,ReLU,Adam,3.1203439235687256,4.021707057952881,0.7946665287017822
T4_T5,trial_55,3.0,128.0,0.0007081333311990494,0.0,16,ReLU,Adam,3.171919822692871,4.1071271896362305,0.7830939292907715
T4_T5,trial_15,2.0,256.0,0.00012356648857869283,0.0,16,ReLU,Adam,3.005730628967285,3.9305496215820312,0.8049203753471375
T4_T5,trial_23,3.0,256.0,0.0004931184013256351,0.0,16,ReLU,Adam,3.2234957218170166,4.21794319152832,0.7710323929786682
T4_T5,trial_2,1.0,32.0,0.0009905894902698525,0.0,64,ReLU,Adam,3.2234957218170166,4.219363689422607,0.7953374981880188
T4_T5,trial_41,3.0,256.0,0.0003073934536256419,0.0,16,ReLU,Adam,3.0601718425750732,4.000453472137451,0.7931519150733948
T4_T5,trial_22,3.0,256.0,0.0002882219919614694,0.0,16,ReLU,Adam,2.9140400886535645,3.868908643722534,0.8090274930000305
T4_T5,trial_25,3.0,256.0,0.0009981590240908454,0.0,16,ReLU,Adam,3.2378222942352295,4.192903995513916,0.7704181671142578
T4_T5,trial_13,1.0,128.0,0.00018842236098159977,0.0,16,ReLU,Adam,3.186246395111084,4.21656608581543,0.7709060907363892
T4_T5,trial_40,2.0,256.0,0.0007420911776919575,0.0,32,ReLU,Adam,3.3123209476470947,4.232484340667725,0.7870391607284546
T4_T5,trial_3,2.0,512.0,1.0131646377933713e-05,1.0,128,ReLU,Adam,3.489971399307251,4.514794826507568,0.7715258002281189
T4_T5,trial_82,3.0,256.0,0.0005875536416119926,0.0,16,ReLU,Adam,3.103151798248291,4.0085577964782715,0.7960643768310547
T4_T5,trial_4,3.0,64.0,1.7009558755119456e-05,1.0,128,ReLU,Adam,5.684813976287842,7.057074546813965,0.44328773021698
T4_T5,trial_32,3.0,256.0,0.0003516906312023149,0.0,16,ReLU,Adam,2.916905403137207,3.8659231662750244,0.8108769059181213
T4_T5,trial_95,3.0,256.0,0.00040629402224810795,0.0,16,ReLU,Adam,3.108882427215576,4.131972789764404,0.774541437625885
T4_T5,trial_61,3.0,256.0,0.00046753410652236057,0.0,16,ReLU,Adam,3.014326572418213,3.9620115756988525,0.7985910773277283
T4_T5,trial_92,3.0,256.0,0.0006657226202928753,0.0,16,ReLU,Adam,3.117478609085083,4.033663272857666,0.7919796705245972
T4_T5,trial_34,3.0,512.0,0.0004368889505184084,1.0,16,ReLU,Adam,3.0229227542877197,3.8857996463775635,0.8052113652229309
T4_T5,trial_33,3.0,256.0,0.0006391548739097576,0.0,16,ReLU,Adam,3.1060171127319336,4.12516450881958,0.7828007936477661
T4_T5,trial_69,3.0,256.0,0.0008939289940071547,0.0,16,ReLU,Adam,3.3696274757385254,4.362772464752197,0.7600669264793396
T4_T5,trial_56,3.0,128.0,0.0008064933566875417,0.0,16,ReLU,Adam,2.9684813022613525,3.873047113418579,0.8079526424407959
T4_T5,trial_73,3.0,256.0,0.00045605428629556436,0.0,16,ReLU,Adam,3.020057201385498,3.922466516494751,0.8063254952430725
T4_T5,trial_1,1.0,512.0,0.0004174458274096291,1.0,16,ReLU,Adam,3.297994375228882,4.268805980682373,0.7684513926506042
T4_T5,trial_42,3.0,256.0,0.00042221981287246844,0.0,16,ReLU,Adam,3.1346704959869385,4.076627254486084,0.7903066277503967
T4_T5,trial_11,1.0,128.0,0.0001781272126917407,0.0,16,ReLU,Adam,3.151862382888794,4.109596252441406,0.7804561257362366
T4_T5,trial_29,2.0,512.0,0.000283082509577881,0.0,32,ReLU,Adam,3.097421169281006,4.068370342254639,0.801628589630127
T4_T5,trial_18,3.0,256.0,0.0002813999872881786,0.0,16,ReLU,Adam,3.0085959434509277,3.905454635620117,0.80301833152771
T4_T5,trial_44,3.0,256.0,0.0007637579440819762,0.0,16,ReLU,Adam,3.083094596862793,3.9537622928619385,0.8038075566291809
T4_T5,trial_81,3.0,256.0,0.0004809607463284419,0.0,16,ReLU,Adam,3.03438401222229,3.9835915565490723,0.7991832494735718
T4_T5,trial_0,1.0,128.0,0.00026875773134575365,0.0,128,ReLU,Adam,3.3610315322875977,4.420803070068359,0.7810313105583191
T4_T5,trial_19,3.0,256.0,0.0003502790647075405,0.0,16,ReLU,Adam,2.9140400886535645,3.8053512573242188,0.8143283724784851
T4_T5,trial_21,3.0,256.0,0.00028432776941664006,0.0,16,ReLU,Adam,3.0315186977386475,3.968165636062622,0.8018862009048462
T4_T5,trial_10,1.0,128.0,0.0001773442339877127,0.0,16,ReLU,Adam,3.2664756774902344,4.359508514404297,0.753737211227417
