dataset,mae_mean,mae_IC_95_low,mae_IC_95_high,mae_std,rmse_mean,rmse_IC_95_low,rmse_IC_95_high,rmse_std,r2_mean,r2_IC_95_low,r2_IC_95_high,r2_std
_0_12M,3.2640838384628297,2.980448066443837,3.5477196104818223,0.45761993136748585,4.383315062522888,3.968743210377377,4.797886914668398,0.6688731155991717,0.6937274962663651,0.6085447882285534,0.7789102043041768,0.13743437482684562
_0_3M,2.6696285247802733,2.5844837768858913,2.7547732726746554,0.13737312966687376,4.028906536102295,3.7749785583021587,4.282834513902431,0.4096891691270938,0.2476953573524952,0.028767310091489612,0.4666234046135008,0.35322003726416595
_0_6M,4.614610743522644,3.8411903700900867,5.388031116955202,1.2478418208290112,10.33029284477234,7.622261988236922,13.038323701307757,4.3691558574839755,-19.980648976564407,-33.672217766119786,-6.289080187009031,22.09007250809673
_0_9M,3.8326835870742797,2.995746284537216,4.669620889611343,1.3503204769257864,6.745415759086609,4.464010501708781,9.026821016464437,3.680835142447243,-1.386694850027561,-3.7450665647295414,0.9716768646744192,3.805013361109728
_3_12M,2.8352354049682615,2.6812883136371637,2.9891824962993594,0.24837931008379185,5.5665476560592655,4.465949624630438,6.667145687488093,1.775712534496263,0.5237200550734997,0.30794233135508464,0.7394977787919148,0.34813728330445337
_3_6M,2.8141767024993896,2.762990079422331,2.865363325576448,0.08258485441634744,3.7916314601898193,3.6962941090221433,3.8869688113574954,0.15381794682508695,0.7943710446357727,0.7837441066541658,0.8049979826173795,0.017145575803688907
_3_9M,2.6652582406997682,2.5279406506915842,2.8025758307079522,0.22154915675053133,3.9512521028518677,3.466766908322355,4.4357372973813805,0.7816717894607191,0.5908478140830994,0.36398844841200095,0.8177071797541978,0.36601648166412454
_6_12M,2.3135464668273924,2.2651324060783047,2.36196052757648,0.07811158303309985,3.077396368980408,3.0048462540094927,3.149946483951323,0.11705286113018985,0.8937748968601227,0.8889364127130762,0.8986133810071691,0.007806444044532649
_6_9M,2.4008521318435667,2.251254320056538,2.5504499436305954,0.24136215215520126,3.249800753593445,3.0590821685552427,3.4405193386316473,0.3077066943087912,0.8467149376869202,0.8277807515373447,0.8656491238364957,0.03054854789503683
_9_12M,2.2418461084365844,2.169685269322148,2.3140069475510208,0.11642480075029958,2.9442247629165648,2.8360958764215414,3.052353649411588,0.17445589907249723,0.89648078083992,0.8887760473116484,0.9041855143681916,0.012430870772450744
