Run;n_layer;n_units;learning_rate;activation;criterion;decroissant;optimizer;Smoothed;Value;Step
T1_T5/trial_7;5;32;0,0088;tanh;MSE;0;Adam;8,2961;8,2961;273
T1_T5/trial_8;5;32;0,0009;tanh;MAE;1;Adagrad;26,6775;26,6775;2 200
T1_T5/trial_9;5;1 024;0;sigmoid;Huber;0;Adagrad;16,3842;16,3842;16 400
T3_T4/trial_0;1;1 024;0,0006;ReLU;MSE;1;Adam;2,3435;2,3435;224
T3_T4/trial_1;5;64;0,0049;sigmoid;MAE;0;RMSprop;7,4434;7,4434;140
T3_T4/trial_10;2;256;0,0006;ReLU;Huber;0;Adagrad;2,2836;2,2836;1 853
T3_T4/trial_11;2;256;0;ReLU;Huber;0;Adagrad;5,1554;5,1554;21 800
T3_T4/trial_12;2;256;0,0008;ReLU;Huber;0;Adagrad;2,2907;2,2907;1 199
T3_T4/trial_13;2;256;0,0006;ReLU;Huber;0;Adagrad;2,3095;2,3095;1 744
T3_T4/trial_14;3;128;0,0001;ReLU;Huber;0;Adagrad;2,6555;2,6555;21 800
T3_T4/trial_15;2;256;0,0004;ReLU;MAE;0;Adagrad;2,2902;2,2902;8 066
T3_T4/trial_16;3;32;0,0013;tanh;Huber;0;Adagrad;15,2509;15,2509;21 800
T3_T4/trial_17;2;128;0,0002;ReLU;Huber;0;Adagrad;2,297;2,297;12 208
T3_T4/trial_18;4;128;0,0002;ReLU;MAE;0;Adagrad;2,3026;2,3026;7 303
T3_T4/trial_19;1;128;0,0001;tanh;MSE;0;Adagrad;22,942;22,942;11 000
T3_T4/trial_2;2;1 024;0,0002;tanh;MSE;1;RMSprop;3,7861;3,7861;840
T3_T4/trial_20;2;512;0,0002;ReLU;Huber;0;Adagrad;2,2733;2,2733;8 175
T3_T4/trial_21;2;512;0,0002;ReLU;Huber;0;Adagrad;2,2821;2,2821;4 905
T3_T4/trial_22;3;512;0,0003;ReLU;Huber;0;Adagrad;2,293;2,293;4 687
T3_T4/trial_23;2;512;0,0001;ReLU;Huber;0;Adagrad;2,2949;2,2949;10 246
T3_T4/trial_24;1;512;0;ReLU;Huber;0;Adagrad;2,632;2,632;21 800
T3_T4/trial_25;2;512;0,0001;ReLU;Huber;0;Adagrad;2,2747;2,2747;9 156
T3_T4/trial_26;3;128;0,0003;ReLU;Huber;0;Adagrad;2,3104;2,3104;7 739
T3_T4/trial_27;2;512;0;ReLU;Huber;0;Adagrad;11,6029;11,6029;11 000
T3_T4/trial_28;1;512;0;sigmoid;MAE;0;Adagrad;27,826;27,826;2 800
T3_T4/trial_29;1;128;0,0004;ReLU;MSE;0;RMSprop;2,4118;2,4118;238
T3_T4/trial_3;5;64;0,0091;ReLU;Huber;1;RMSprop;6,3212;6,3212;252
T3_T4/trial_30;3;512;0,0001;tanh;MSE;0;Adam;2,556;2,556;4 033
T3_T4/trial_31;2;64;0,001;ReLU;Huber;0;Adagrad;2,2982;2,2982;6 540
T3_T4/trial_32;2;64;0,0012;ReLU;Huber;0;Adagrad;2,3116;2,3116;2 289
T3_T4/trial_33;2;64;0,0002;ReLU;Huber;0;Adagrad;2,4059;2,4059;21 800
T3_T4/trial_34;3;64;0,0003;ReLU;Huber;0;Adagrad;2,3359;2,3359;17 767
T3_T4/trial_35;2;64;0,0005;ReLU;Huber;1;RMSprop;2,5446;2,5446;196
T3_T4/trial_36;1;32;0,0019;sigmoid;Huber;0;Adagrad;24,9733;24,9733;2 800
T3_T4/trial_37;2;1 024;0,0009;ReLU;MSE;1;RMSprop;2,7836;2,7836;763
T3_T4/trial_38;3;64;0,0001;sigmoid;MAE;0;Adagrad;28,5163;28,5163;5 600
T3_T4/trial_39;1;128;0,0002;tanh;Huber;1;Adam;2,5938;2,5938;3 630
T3_T4/trial_4;4;1 024;0,0066;sigmoid;Huber;1;Adagrad;7,4694;7,4694;2 212
T3_T4/trial_40;4;512;0,0004;ReLU;Huber;0;RMSprop;3,9893;3,9893;112
T3_T4/trial_41;2;256;0,0006;ReLU;Huber;0;Adagrad;2,3021;2,3021;4 033
T3_T4/trial_42;2;1 024;0,0022;ReLU;Huber;0;Adagrad;2,6407;2,6407;872
T3_T4/trial_43;2;64;0,001;ReLU;Huber;0;Adagrad;2,2995;2,2995;6 213
T3_T4/trial_44;2;256;0,0006;ReLU;Huber;0;Adagrad;2,2804;2,2804;4 033
T3_T4/trial_45;2;256;0,0006;ReLU;Huber;1;Adagrad;2,302;2,302;4 251
T3_T4/trial_46;2;256;0,0008;sigmoid;Huber;0;Adam;3,15;3,15;1 260
T3_T4/trial_47;1;256;0,0016;ReLU;Huber;0;Adagrad;2,3148;2,3148;1 853
T3_T4/trial_48;5;256;0,0006;ReLU;Huber;0;Adagrad;2,3342;2,3342;1 635
T3_T4/trial_49;3;256;0,0036;ReLU;MAE;1;Adagrad;2,3254;2,3254;1 417
T3_T4/trial_5;4;256;0,0053;sigmoid;MSE;1;Adam;7,5428;7,5428;1 210
T3_T4/trial_6;1;256;0,0015;ReLU;Huber;1;RMSprop;2,4967;2,4967;364
T3_T4/trial_7;5;512;0,0001;sigmoid;Huber;0;Adam;7,4589;7,4589;1 853
T3_T4/trial_8;1;1 024;0,003;tanh;Huber;1;Adam;3,8766;3,8766;420
T3_T4/trial_9;3;32;0,0029;ReLU;MAE;0;Adam;2,7393;2,7393;330
T1-T4_T5/trial_0;1;128;0,0089;tanh;MSE;0;RMSprop;8,3161;8,3161;474
T1-T4_T5/trial_1;5;1 024;0;sigmoid;Huber;0;Adagrad;20,0477;20,0477;4 000
T1-T4_T5/trial_10;3;512;0,0001;ReLU;MAE;1;Adam;2,6415;2,6415;1 027
T1-T4_T5/trial_11;3;512;0,0001;ReLU;MAE;1;Adam;2,4632;2,4632;1 580
T1-T4_T5/trial_12;3;512;0,0001;ReLU;MAE;1;Adam;2,6672;2,6672;1 501
T1-T4_T5/trial_13;2;64;0,001;ReLU;MAE;1;Adam;2,5215;2,5215;640
T1-T4_T5/trial_14;2;64;0,0012;ReLU;Huber;1;Adam;2,4968;2,4968;520
T1-T4_T5/trial_15;2;64;0,0016;ReLU;Huber;1;Adam;2,4756;2,4756;480
T1-T4_T5/trial_16;2;64;0,0022;ReLU;Huber;1;Adam;2,4795;2,4795;480
T1-T4_T5/trial_17;2;256;0,006;ReLU;Huber;1;Adam;2,7123;2,7123;280
T1-T4_T5/trial_18;2;64;0,0009;ReLU;Huber;0;Adam;2,5227;2,5227;390
T1-T4_T5/trial_19;4;512;0,0007;tanh;Huber;0;Adam;7,7687;7,7687;130
T1-T4_T5/trial_2;1;1 024;0;sigmoid;MSE;0;Adagrad;23,5828;23,5828;8 000
T1-T4_T5/trial_20;2;512;0,0003;ReLU;Huber;0;Adam;2,6517;2,6517;270
T1-T4_T5/trial_21;2;64;0,002;ReLU;Huber;0;Adam;2,4932;2,4932;280
T1-T4_T5/trial_22;2;64;0,0029;ReLU;Huber;0;Adam;2,5888;2,5888;200
T1-T4_T5/trial_23;3;64;0,0007;ReLU;Huber;0;Adam;2,4713;2,4713;380
T1-T4_T5/trial_24;2;64;0,0003;ReLU;Huber;0;Adam;2,5636;2,5636;340
T1-T4_T5/trial_25;1;64;0,0051;ReLU;Huber;0;Adam;2,7847;2,7847;180
T1-T4_T5/trial_26;4;32;0,0001;ReLU;Huber;0;Adam;2,4761;2,4761;2 640
T1-T4_T5/trial_27;2;256;0;ReLU;Huber;0;Adam;2,5067;2,5067;2 000
T1-T4_T5/trial_28;1;512;0,0018;tanh;Huber;0;RMSprop;7,7877;7,7877;60
T1-T4_T5/trial_29;1;128;0,0079;sigmoid;Huber;0;Adagrad;2,8346;2,8346;2 600
T1-T4_T5/trial_3;1;512;0;ReLU;Huber;1;Adam;2,481;2,481;2 920
T1-T4_T5/trial_30;3;64;0,0003;tanh;MAE;0;RMSprop;3,0827;3,0827;3 318
T1-T4_T5/trial_31;4;32;0;ReLU;Huber;0;Adam;2,4752;2,4752;2 540
T1-T4_T5/trial_32;5;32;0;ReLU;Huber;0;Adam;3,3899;3,3899;4 000
T1-T4_T5/trial_33;4;32;0,0001;ReLU;Huber;0;Adam;2,5278;2,5278;2 380
T1-T4_T5/trial_34;4;1 024;0;sigmoid;Huber;0;Adagrad;20,6969;20,6969;4 000
T1-T4_T5/trial_35;3;32;0;ReLU;Huber;0;Adam;2,5179;2,5179;4 000
T1-T4_T5/trial_36;1;1 024;0,0001;ReLU;Huber;0;Adam;2,5545;2,5545;650
T1-T4_T5/trial_37;5;32;0,0002;tanh;Huber;0;Adagrad;24,3457;24,3457;4 000
T1-T4_T5/trial_38;3;128;0;sigmoid;MSE;0;RMSprop;21,5118;21,5118;2 000
T1-T4_T5/trial_39;1;64;0,0006;ReLU;MSE;0;Adam;2,4549;2,4549;700
T1-T4_T5/trial_4;1;32;0;tanh;MSE;1;RMSprop;19,6989;19,6989;4 000
T1-T4_T5/trial_40;1;512;0;ReLU;Huber;0;Adam;2,4906;2,4906;1 500
T1-T4_T5/trial_41;1;512;0;ReLU;Huber;0;Adam;2,4879;2,4879;1 360
T1-T4_T5/trial_42;1;512;0;ReLU;Huber;0;Adam;2,4897;2,4897;3 280
T1-T4_T5/trial_43;1;512;0;ReLU;Huber;0;Adam;2,5031;2,5031;3 160
T1-T4_T5/trial_44;1;512;0;ReLU;Huber;0;Adam;2,4787;2,4787;2 140
T1-T4_T5/trial_45;1;512;0;ReLU;Huber;0;Adam;2,4937;2,4937;4 000
T1-T4_T5/trial_46;1;512;0;sigmoid;MAE;0;Adagrad;23,6346;23,6346;4 000
T1-T4_T5/trial_47;1;512;0;ReLU;MSE;0;RMSprop;2,4519;2,4519;1 220
T1-T4_T5/trial_48;1;512;0,0001;ReLU;Huber;0;Adam;2,4939;2,4939;780
T1-T4_T5/trial_49;1;512;0;ReLU;Huber;0;Adam;2,5202;2,5202;3 920
T1-T4_T5/trial_5;1;128;0,0004;tanh;MSE;1;Adagrad;18,8225;18,8225;2 000
T1-T4_T5/trial_6;1;1 024;0,0035;sigmoid;MSE;1;RMSprop;8,1525;8,1525;70
T1-T4_T5/trial_7;5;128;0,0005;ReLU;MSE;1;Adam;2,4381;2,4381;1 060
T1-T4_T5/trial_8;1;256;0;sigmoid;MSE;0;RMSprop;9,4067;9,4067;4 000
T1-T4_T5/trial_9;4;32;0,0001;ReLU;Huber;1;Adagrad;27,5639;27,5639;4 000
T2_T5/trial_0;4;128;0,0071;ReLU;Huber;0;Adagrad;4,5963;4,5963;1 560
T2_T5/trial_1;4;1 024;0;tanh;Huber;1;Adagrad;21,6109;21,6109;16 000
T2_T5/trial_10;4;128;0,0096;ReLU;Huber;0;RMSprop;4,9077;4,9077;170
T2_T5/trial_11;4;128;0,0092;ReLU;Huber;0;RMSprop;4,6943;4,6943;180
T2_T5/trial_12;4;128;0,0092;ReLU;Huber;0;RMSprop;7,5998;7,5998;160
T2_T5/trial_13;4;32;0,002;ReLU;Huber;0;RMSprop;4,55;4,55;760
T2_T5/trial_14;5;32;0,0018;ReLU;Huber;0;RMSprop;6,59;6,59;560
T2_T5/trial_15;2;32;0,0013;sigmoid;Huber;0;Adam;5,2724;5,2724;3 640
T2_T5/trial_16;4;32;0,0021;ReLU;Huber;0;RMSprop;4,658;4,658;880
T2_T5/trial_17;2;512;0,0034;ReLU;Huber;0;Adagrad;4,5007;4,5007;1 160
T2_T5/trial_18;1;512;0,0008;tanh;Huber;0;Adagrad;4,7668;4,7668;4 680
T2_T5/trial_19;2;512;0,0041;sigmoid;Huber;0;Adagrad;4,9882;4,9882;1 880
T2_T5/trial_2;3;64;0,0002;sigmoid;MSE;1;Adagrad;26,0829;26,0829;16 000
T2_T5/trial_20;2;512;0,0007;ReLU;MAE;0;Adagrad;4,4251;4,4251;2 240
T2_T5/trial_21;4;32;0,0044;ReLU;Huber;0;Adagrad;4,4892;4,4892;2 320
T2_T5/trial_22;5;128;0,004;ReLU;Huber;0;RMSprop;4,6152;4,6152;520
T2_T5/trial_23;3;32;0,0027;ReLU;Huber;0;Adam;4,5266;4,5266;840
T2_T5/trial_24;2;512;0,0005;ReLU;Huber;0;Adam;4,6504;4,6504;840
T2_T5/trial_25;3;1 024;0,0051;ReLU;Huber;0;Adam;5,0789;5,0789;400
T2_T5/trial_26;1;256;0,0028;ReLU;Huber;1;Adam;4,554;4,554;360
T2_T5/trial_27;2;128;0,001;ReLU;Huber;0;Adam;4,5149;4,5149;430
T2_T5/trial_28;2;128;0,0005;sigmoid;MAE;0;Adagrad;22,0779;22,0779;2 000
T2_T5/trial_29;1;128;0;tanh;Huber;1;Adagrad;26,5201;26,5201;2 000
T2_T5/trial_3;3;64;0;tanh;MAE;0;RMSprop;18,6409;18,6409;4 000
T2_T5/trial_30;2;128;0,0014;tanh;Huber;0;Adam;5,042;5,042;640
T2_T5/trial_31;3;1 024;0,0061;ReLU;Huber;0;Adam;4,532;4,532;250
T2_T5/trial_32;3;1 024;0,006;ReLU;Huber;0;Adam;4,4755;4,4755;140
T2_T5/trial_33;3;1 024;0,0063;ReLU;Huber;0;Adam;4,7184;4,7184;200
T2_T5/trial_34;3;64;0,0011;ReLU;Huber;1;Adam;4,5938;4,5938;1 020
T2_T5/trial_35;2;1 024;0,003;ReLU;MSE;0;Adagrad;4,5018;4,5018;1 680
T2_T5/trial_36;1;512;0,0067;tanh;MAE;0;Adam;5,3876;5,3876;250
T2_T5/trial_37;3;64;0,0001;ReLU;Huber;1;Adagrad;25,3273;25,3273;4 000
T2_T5/trial_38;3;1 024;0,0032;sigmoid;MSE;0;Adam;8,1553;8,1553;480
T2_T5/trial_39;2;128;0,0019;ReLU;Huber;0;Adagrad;4,4659;4,4659;680
T2_T5/trial_4;5;64;0,0002;ReLU;MSE;1;Adagrad;27,5485;27,5485;4 000
T2_T5/trial_40;5;256;0,0004;ReLU;MAE;1;Adagrad;4,7419;4,7419;2 000
T2_T5/trial_41;3;1 024;0,0066;ReLU;Huber;0;Adam;4,6177;4,6177;190
T2_T5/trial_42;3;1 024;0,0058;ReLU;Huber;0;Adam;4,6431;4,6431;220
T2_T5/trial_43;3;1 024;0,0078;ReLU;Huber;0;Adam;4,7367;4,7367;190
T2_T5/trial_44;4;1 024;0,0037;ReLU;MSE;0;Adam;5,0634;5,0634;120
T2_T5/trial_45;2;128;0,01;ReLU;Huber;0;Adam;4,8061;4,8061;200
T2_T5/trial_46;4;512;0,0052;ReLU;Huber;0;Adam;5,0905;5,0905;640
T2_T5/trial_47;3;128;0,0027;ReLU;Huber;0;Adagrad;4,4348;4,4348;550
T2_T5/trial_48;2;64;0,0015;sigmoid;Huber;0;Adam;5,0992;5,0992;1 010
T2_T5/trial_49;4;1 024;0,0023;tanh;Huber;0;Adagrad;4,9341;4,9341;340
T2_T5/trial_5;3;512;0,0002;tanh;MAE;0;Adam;4,7861;4,7861;1 240
T2_T5/trial_6;1;256;0,0002;ReLU;MSE;1;Adam;4,4986;4,4986;2 720
T2_T5/trial_7;3;128;0;ReLU;MAE;0;Adagrad;22,3774;22,3774;16 000
T2_T5/trial_8;5;1 024;0,0001;sigmoid;MSE;0;Adagrad;15,7056;15,7056;4 000
T2_T5/trial_9;2;256;0,0002;ReLU;MSE;1;Adagrad;4,8098;4,8098;8 000
T1-T2-T3_T5/trial_0;4;256;0,0005;ReLU;MAE;1;RMSprop;4,4132;4,4132;320
T1-T2-T3_T5/trial_1;3;256;0;sigmoid;MSE;0;RMSprop;14,5945;14,5945;4 000
T1-T2-T3_T5/trial_10;5;1 024;0,0002;ReLU;Huber;1;Adagrad;3,9972;3,9972;880
T1-T2-T3_T5/trial_11;5;1 024;0,0001;ReLU;Huber;1;Adagrad;3,5204;3,5204;4 000
T1-T2-T3_T5/trial_12;5;1 024;0,0001;ReLU;Huber;1;Adagrad;3,7367;3,7367;4 960
T1-T2-T3_T5/trial_13;4;1 024;0,0006;ReLU;Huber;1;Adagrad;4,0221;4,0221;480
T1-T2-T3_T5/trial_14;5;512;0,0001;ReLU;Huber;1;Adam;3,7612;3,7612;1 480
T1-T2-T3_T5/trial_15;4;32;0,0075;ReLU;Huber;1;Adagrad;3,452;3,452;4 266
T1-T2-T3_T5/trial_16;4;32;0,0089;ReLU;Huber;1;Adam;3,8577;3,8577;553
T1-T2-T3_T5/trial_17;4;32;0,0094;ReLU;MAE;1;Adagrad;3,6403;3,6403;11 376
T1-T2-T3_T5/trial_18;2;32;0,0009;ReLU;Huber;1;Adam;3,9373;3,9373;1 501
T1-T2-T3_T5/trial_19;4;512;0,0031;tanh;Huber;1;Adam;8,1786;8,1786;1 185
T1-T2-T3_T5/trial_2;3;128;0;ReLU;MSE;1;Adam;3,4408;3,4408;2 000
T1-T2-T3_T5/trial_20;2;512;0,0012;ReLU;MAE;1;Adagrad;3,4588;3,4588;280
T1-T2-T3_T5/trial_21;5;1 024;0,0001;ReLU;Huber;1;Adagrad;3,7433;3,7433;6 840
T1-T2-T3_T5/trial_22;5;1 024;0,0002;ReLU;Huber;1;Adagrad;3,7101;3,7101;1 520
T1-T2-T3_T5/trial_23;5;32;0,0001;ReLU;Huber;1;Adagrad;13,2636;13,2636;15 800
T1-T2-T3_T5/trial_24;4;256;0,0003;ReLU;Huber;1;Adagrad;3,7783;3,7783;2 844
T1-T2-T3_T5/trial_25;5;128;0;ReLU;Huber;1;Adagrad;27,995;27,995;8 000
T1-T2-T3_T5/trial_26;4;64;0,0045;ReLU;Huber;0;Adam;3,6206;3,6206;320
T1-T2-T3_T5/trial_27;3;64;0,0045;ReLU;Huber;0;Adam;4,4106;4,4106;360
T1-T2-T3_T5/trial_28;4;64;0,0044;tanh;Huber;0;Adam;8,1632;8,1632;240
T1-T2-T3_T5/trial_29;4;64;0,0013;sigmoid;MAE;0;Adam;4,49;4,49;1 160
T1-T2-T3_T5/trial_3;5;512;0,0001;ReLU;Huber;1;Adam;3,4069;3,4069;2 370
T1-T2-T3_T5/trial_30;4;256;0,0059;ReLU;MAE;0;Adam;5,1756;5,1756;260
T1-T2-T3_T5/trial_31;5;32;0,0003;ReLU;Huber;1;Adagrad;13,4091;13,4091;4 000
T1-T2-T3_T5/trial_32;5;512;0,0005;ReLU;Huber;0;RMSprop;4,7859;4,7859;160
T1-T2-T3_T5/trial_33;3;64;0,0065;ReLU;Huber;1;Adam;3,8448;3,8448;300
T1-T2-T3_T5/trial_34;3;1 024;0;ReLU;MSE;0;Adam;3,6532;3,6532;1 343
T1-T2-T3_T5/trial_35;5;128;0;ReLU;Huber;1;RMSprop;3,4927;3,4927;1 810
T1-T2-T3_T5/trial_36;3;128;0,0001;sigmoid;MSE;0;RMSprop;17,2109;17,2109;2 000
T1-T2-T3_T5/trial_37;4;128;0;ReLU;Huber;0;RMSprop;3,8133;3,8133;930
T1-T2-T3_T5/trial_38;4;128;0,0018;tanh;Huber;1;RMSprop;8,1562;8,1562;1 190
T1-T2-T3_T5/trial_39;3;128;0;sigmoid;MSE;0;RMSprop;19,1088;19,1088;2 000
T1-T2-T3_T5/trial_4;2;128;0;tanh;MSE;0;RMSprop;5,816;5,816;15 800
T1-T2-T3_T5/trial_40;2;256;0;ReLU;Huber;1;RMSprop;3,426;3,426;4 108
T1-T2-T3_T5/trial_41;2;256;0;ReLU;Huber;1;RMSprop;3,4901;3,4901;5 056
T1-T2-T3_T5/trial_42;1;256;0;ReLU;Huber;1;RMSprop;3,4893;3,4893;6 715
T1-T2-T3_T5/trial_43;1;256;0;ReLU;Huber;1;RMSprop;3,5051;3,5051;5 846
T1-T2-T3_T5/trial_44;1;256;0;ReLU;Huber;1;RMSprop;3,4374;3,4374;5 530
T1-T2-T3_T5/trial_45;1;256;0;ReLU;Huber;1;RMSprop;3,444;3,444;6 162
T1-T2-T3_T5/trial_46;1;256;0;tanh;Huber;1;RMSprop;3,8061;3,8061;6 478
T1-T2-T3_T5/trial_47;1;256;0;sigmoid;MSE;1;RMSprop;4,7725;4,7725;15 800
T1-T2-T3_T5/trial_48;1;256;0;ReLU;MAE;1;RMSprop;3,4676;3,4676;3 950
T1-T2-T3_T5/trial_49;1;256;0,0001;ReLU;Huber;1;RMSprop;3,4404;3,4404;1 817
T1-T2-T3_T5/trial_5;1;512;0,0021;sigmoid;MSE;0;RMSprop;4,3568;4,3568;1 000
T1-T2-T3_T5/trial_6;3;64;0,0002;sigmoid;MAE;0;Adam;3,8522;3,8522;8 690
T1-T2-T3_T5/trial_7;1;64;0;tanh;Huber;1;Adagrad;24,1873;24,1873;15 800
T1-T2-T3_T5/trial_8;5;32;0,0025;tanh;Huber;0;Adam;8,1545;8,1545;900
T1-T2-T3_T5/trial_9;4;512;0;sigmoid;MSE;1;RMSprop;16,2631;16,2631;15 800
T1-T2_T5/trial_0;4;1 024;0,0001;tanh;MAE;0;Adagrad;10,0322;10,0322;2 000
T1-T2_T5/trial_1;5;128;0,0003;ReLU;MSE;0;RMSprop;4,6416;4,6416;360
T1-T2_T5/trial_10;2;64;0,0084;sigmoid;Huber;1;RMSprop;7,9916;7,9916;280
T1-T2_T5/trial_11;2;128;0,0068;sigmoid;MAE;0;Adagrad;4,7634;4,7634;2 480
T1-T2_T5/trial_12;2;128;0,0083;sigmoid;Huber;0;Adagrad;5,0008;5,0008;1 920
T1-T2_T5/trial_13;2;128;0,0037;sigmoid;Huber;0;Adagrad;4,9173;4,9173;6 640
T1-T2_T5/trial_14;2;128;0,0045;sigmoid;Huber;0;Adagrad;4,9769;4,9769;4 720
T1-T2_T5/trial_15;2;256;0,0093;sigmoid;Huber;0;Adagrad;4,8963;4,8963;1 440
T1-T2_T5/trial_16;3;64;0,0034;ReLU;Huber;0;Adagrad;4,3999;4,3999;3 680
T1-T2_T5/trial_17;4;64;0,0032;ReLU;Huber;0;Adagrad;4,4247;4,4247;2 240
T1-T2_T5/trial_18;4;64;0,0007;ReLU;Huber;1;Adagrad;4,5466;4,5466;16 000
T1-T2_T5/trial_19;3;64;0,0029;ReLU;Huber;0;Adagrad;4,412;4,412;2 800
T1-T2_T5/trial_2;1;512;0,0015;tanh;MSE;0;RMSprop;6,203;6,203;1 440
T1-T2_T5/trial_20;4;64;0,0002;ReLU;Huber;0;Adagrad;5,4955;5,4955;4 000
T1-T2_T5/trial_21;3;64;0,0034;ReLU;Huber;0;Adagrad;4,4418;4,4418;2 000
T1-T2_T5/trial_22;3;64;0,0027;ReLU;Huber;0;Adagrad;4,5642;4,5642;1 600
T1-T2_T5/trial_23;3;64;0,0011;ReLU;Huber;0;Adagrad;4,4417;4,4417;6 320
T1-T2_T5/trial_24;4;64;0,0006;ReLU;Huber;0;Adagrad;4,5289;4,5289;9 680
T1-T2_T5/trial_25;3;32;0,0023;ReLU;Huber;0;Adagrad;4,4759;4,4759;2 480
T1-T2_T5/trial_26;4;64;0,0049;ReLU;Huber;1;Adagrad;4,3981;4,3981;4 800
T1-T2_T5/trial_27;4;64;0,006;ReLU;Huber;1;Adagrad;4,4159;4,4159;3 520
T1-T2_T5/trial_28;5;64;0,0055;ReLU;MSE;1;Adam;4,5149;4,5149;580
T1-T2_T5/trial_29;4;64;0,0001;ReLU;MAE;1;Adagrad;24,4449;24,4449;2 000
T1-T2_T5/trial_3;5;512;0,0003;tanh;MAE;0;Adagrad;5,1429;5,1429;8 000
T1-T2_T5/trial_30;4;1 024;0;ReLU;MAE;1;Adagrad;4,619;4,619;16 000
T1-T2_T5/trial_31;4;64;0,005;ReLU;Huber;1;Adagrad;4,5388;4,5388;3 520
T1-T2_T5/trial_32;5;64;0,0024;ReLU;Huber;1;Adagrad;4,4776;4,4776;7 280
T1-T2_T5/trial_33;4;64;0,0012;ReLU;Huber;1;Adagrad;4,4922;4,4922;7 040
T1-T2_T5/trial_34;5;32;0,0058;ReLU;MSE;1;Adagrad;26,9027;26,9027;8 000
T1-T2_T5/trial_35;4;256;0,01;tanh;Huber;1;RMSprop;8,0018;8,0018;480
T1-T2_T5/trial_36;4;1 024;0,0018;ReLU;Huber;1;Adagrad;4,5569;4,5569;1 760
T1-T2_T5/trial_37;3;512;0,0032;ReLU;Huber;1;Adagrad;4,3934;4,3934;1 840
T1-T2_T5/trial_38;3;512;0,0011;ReLU;MSE;1;Adam;5,0987;5,0987;640
T1-T2_T5/trial_39;3;512;0,0046;tanh;MAE;1;RMSprop;7,9908;7,9908;170
T1-T2_T5/trial_4;5;1 024;0;sigmoid;Huber;1;Adam;22,2465;22,2465;8 000
T1-T2_T5/trial_40;3;512;0,0005;ReLU;Huber;1;Adam;4,4394;4,4394;380
T1-T2_T5/trial_41;4;512;0,003;ReLU;Huber;1;Adagrad;4,4388;4,4388;1 440
T1-T2_T5/trial_42;5;64;0,0019;ReLU;Huber;1;Adagrad;4,4875;4,4875;6 080
T1-T2_T5/trial_43;3;512;0,0066;ReLU;Huber;1;Adagrad;4,5672;4,5672;1 360
T1-T2_T5/trial_44;4;64;0,0042;ReLU;Huber;1;Adagrad;4,4509;4,4509;1 240
T1-T2_T5/trial_45;5;1 024;0,0015;tanh;Huber;0;RMSprop;8,0762;8,0762;560
T1-T2_T5/trial_46;3;32;0,0004;ReLU;MSE;0;Adagrad;4,873;4,873;16 000
T1-T2_T5/trial_47;4;256;0,007;ReLU;Huber;1;Adagrad;4,5193;4,5193;310
T1-T2_T5/trial_48;3;64;0;ReLU;MAE;0;Adagrad;25,8509;25,8509;16 000
T1-T2_T5/trial_49;2;512;0,0002;ReLU;Huber;1;Adam;4,4389;4,4389;1 680
T1-T2_T5/trial_5;1;128;0,0003;ReLU;MSE;1;Adam;4,8262;4,8262;960
T1-T2_T5/trial_6;4;512;0,0019;sigmoid;Huber;0;RMSprop;7,9938;7,9938;90
T1-T2_T5/trial_7;3;32;0,0008;tanh;MAE;0;Adam;5,305;5,305;1 710
T1-T2_T5/trial_8;3;256;0;tanh;MSE;1;Adam;12,8915;12,8915;8 000
T1-T2_T5/trial_9;1;128;0,0014;sigmoid;Huber;0;RMSprop;4,9907;4,9907;750
T2-T3-T4_T5/trial_0;3;32;0,0023;tanh;Huber;1;Adagrad;23,9917;23,9917;4 000
T2-T3-T4_T5/trial_1;5;1 024;0;sigmoid;MSE;0;Adam;8,2242;8,2242;3 040
T2-T3-T4_T5/trial_10;5;32;0,0001;ReLU;Huber;1;RMSprop;26,5008;26,5008;15 400
T2-T3-T4_T5/trial_11;2;64;0,0084;ReLU;MAE;1;Adagrad;2,5139;2,5139;270
T2-T3-T4_T5/trial_12;2;64;0;ReLU;Huber;1;Adagrad;22,5794;22,5794;2 000
T2-T3-T4_T5/trial_13;4;64;0,0025;ReLU;Huber;1;Adagrad;2,4592;2,4592;620
T2-T3-T4_T5/trial_14;4;64;0,0028;ReLU;MAE;1;Adagrad;2,4706;2,4706;480
T2-T3-T4_T5/trial_15;4;64;0,0021;ReLU;MAE;1;Adagrad;2,5334;2,5334;320
T2-T3-T4_T5/trial_16;4;64;0,0035;ReLU;Huber;1;RMSprop;3,2765;3,2765;200
T2-T3-T4_T5/trial_17;4;64;0,0009;ReLU;MAE;1;Adagrad;2,5511;2,5511;6 314
T2-T3-T4_T5/trial_18;5;1 024;0,0038;ReLU;Huber;1;Adagrad;3,4889;3,4889;585
T2-T3-T4_T5/trial_19;4;64;0,0002;ReLU;MSE;1;RMSprop;2,4071;2,4071;680
T2-T3-T4_T5/trial_2;1;128;0,0003;sigmoid;MAE;0;Adagrad;21,7212;21,7212;4 000
T2-T3-T4_T5/trial_20;5;64;0,0043;ReLU;Huber;1;Adagrad;28,113;28,113;2 000
T2-T3-T4_T5/trial_21;4;64;0,0014;ReLU;Huber;1;RMSprop;2,9238;2,9238;170
T2-T3-T4_T5/trial_22;4;64;0,0013;ReLU;Huber;1;RMSprop;2,8562;2,8562;220
