,month,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std
0,3,2.4622902870178223,0.36203136152577803,3.056643176078796,0.35353355117462665,0.8486286282539368,0.037191373186694014
1,6,4.147752165794373,0.8745054372388711,5.082682657241821,0.9420131638237235,0.6783897429704666,0.13191016515240364
2,9,5.9190796375274655,1.490701067739754,7.267206001281738,1.5920243493662565,0.36858089566230773,0.3092200957584298
3,12,6.969589805603027,2.3404158628894085,8.277608251571655,2.4573710447974184,0.12076735626906157,0.5556264370159901
