,month,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std
0,3,2.1492968797683716,0.2683369055112869,2.6901108741760256,0.28358134421993486,0.8509186983108521,0.030826541724296636
1,6,3.0754010677337646,0.16003999736056443,3.988636016845703,0.19531841151572343,0.6904337406158447,0.03305024664840404
2,9,4.590817260742187,0.5095954444187109,5.785929489135742,0.6107744310386096,0.3637316346168518,0.1217895770619308
3,12,5.452974605560303,0.483430806492427,6.825705242156983,0.6088877384066401,0.08465846218168734,0.14854165411097242
