,month,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std
0,3,11.847569847106934,1.4170328618665473,12.327196502685547,1.4073116119706,-1.668263030052185,0.5803374435584787
1,6,14.7382080078125,1.755665588628407,15.546678161621093,1.6944295287406896,-2.8079955339431764,0.7896415483379348
2,9,17.023850440979004,1.942342730962132,18.0357572555542,1.8451031463790404,-3.8233807563781737,0.9431914338814806
3,12,19.86563911437988,1.9652142538109219,20.882573699951173,1.94751346467289,-5.458015203475952,1.1724918779887654
