,month,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std
0,3,2.2853960037231444,0.31398862590241555,2.8195754528045653,0.4272358399419811,0.8391200423240661,0.04734455520224881
1,6,3.0992798805236816,0.27745506020186395,3.97279634475708,0.4131614933442408,0.706615662574768,0.061727672666660696
2,9,4.35540018081665,0.4019446402488243,5.635567283630371,0.4691005693822948,0.45337832570075987,0.09676358782978403
3,12,5.375132083892822,0.7016482363207592,6.748267269134521,0.7515809100087611,0.21047885529696936,0.17595255618753428
