,month,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std
0,3,2.1083921790122986,0.48571573458169043,2.6062160968780517,0.5553811795844829,0.8564396142959595,0.06561204917773701
1,6,3.526848864555359,1.259965120974929,4.360906791687012,1.330567166246574,0.623593483865261,0.24734551954151587
2,9,5.309202003479004,1.813977551256499,6.429745864868164,1.8949469351682673,0.2525579176843166,0.47551882633876974
3,12,6.90925965309143,2.6217420577909802,8.175695180892944,2.695743899050594,-0.19696810450404884,0.8126992044490147
