Run;n_layer;n_units;learning_rate;activation;criterion;decroissant;optimizer;Smoothed;Value;Step
T2-T4_T5/trial_7;1;256;0;ReLU;Huber;1;Adagrad;9,8321;9,8321;2 000
T2-T4_T5/trial_8;3;32;0,0037;tanh;MAE;0;Adam;10,3648;10,3648;507
T2-T4_T5/trial_9;1;64;0;tanh;Huber;0;Adam;23,0837;23,0837;2 000
T3_T5/trial_0;1;128;0,0002;tanh;Huber;0;Adam;5,2555;5,2555;3 600
T3_T5/trial_1;2;32;0,0001;ReLU;Huber;1;RMSprop;4,9053;4,9053;4 320
T3_T5/trial_10;5;256;0,0005;ReLU;MAE;1;Adam;5,1956;5,1956;390
T3_T5/trial_11;1;32;0,0002;ReLU;Huber;1;RMSprop;5,0659;5,0659;3 600
T3_T5/trial_12;2;512;0,0004;ReLU;Huber;1;RMSprop;6,1847;6,1847;220
T3_T5/trial_13;2;512;0,0001;ReLU;Huber;1;RMSprop;5,3151;5,3151;500
T3_T5/trial_14;2;512;0;ReLU;Huber;1;Adam;4,9765;4,9765;1 600
T3_T5/trial_15;1;512;0;ReLU;Huber;1;Adam;5,0294;5,0294;2 420
T3_T5/trial_16;2;512;0;sigmoid;MAE;1;Adam;18,9653;18,9653;4 000
T3_T5/trial_17;4;256;0,0007;ReLU;Huber;1;Adam;5,258;5,258;390
T3_T5/trial_18;1;64;0,0002;ReLU;Huber;0;Adam;5,0735;5,0735;1 080
T3_T5/trial_19;2;512;0;sigmoid;MAE;1;Adam;18,5901;18,5901;2 000
T3_T5/trial_2;2;512;0,0001;ReLU;Huber;1;Adam;5,0436;5,0436;610
T3_T5/trial_20;5;512;0,0001;ReLU;Huber;1;Adam;5,2016;5,2016;820
T3_T5/trial_21;1;512;0;ReLU;Huber;1;Adam;5,0431;5,0431;2 960
T3_T5/trial_22;1;512;0;ReLU;Huber;1;Adam;5,0676;5,0676;2 560
T3_T5/trial_23;2;512;0;ReLU;Huber;1;Adam;5,1405;5,1405;2 180
T3_T5/trial_24;1;512;0,0001;ReLU;Huber;1;Adam;5,06;5,06;850
T3_T5/trial_25;2;512;0,0001;ReLU;Huber;1;Adam;5,0344;5,0344;510
T3_T5/trial_26;2;1 024;0,0001;ReLU;Huber;0;Adam;5,0476;5,0476;270
T3_T5/trial_27;3;1 024;0,0003;ReLU;Huber;0;Adam;5,1093;5,1093;170
T3_T5/trial_28;2;1 024;0,0001;sigmoid;MAE;0;Adam;5,8854;5,8854;1 180
T3_T5/trial_29;3;1 024;0,0003;tanh;MSE;0;Adagrad;6,514;6,514;2 000
T3_T5/trial_3;3;128;0;tanh;MSE;1;Adagrad;28,5144;28,5144;8 000
T3_T5/trial_30;2;256;0,0008;tanh;Huber;0;Adam;5,4763;5,4763;530
T3_T5/trial_31;3;1 024;0,0003;ReLU;Huber;0;Adam;5,094;5,094;230
T3_T5/trial_32;4;1 024;0,0001;ReLU;Huber;0;Adam;5,0249;5,0249;260
T3_T5/trial_33;3;1 024;0,0004;ReLU;Huber;0;Adam;4,8924;4,8924;180
T3_T5/trial_34;2;128;0,0002;ReLU;Huber;0;Adam;5,0594;5,0594;540
T3_T5/trial_35;3;64;0,0001;ReLU;MSE;0;RMSprop;4,9647;4,9647;880
T3_T5/trial_36;3;1 024;0,0001;ReLU;Huber;0;Adagrad;5,0383;5,0383;2 680
T3_T5/trial_37;2;32;0,0011;tanh;Huber;0;Adam;6,6442;6,6442;1 190
T3_T5/trial_38;4;1 024;0,0002;sigmoid;MSE;0;Adam;5,7428;5,7428;3 120
T3_T5/trial_39;3;128;0,008;ReLU;Huber;0;Adagrad;5,2841;5,2841;430
T3_T5/trial_4;3;64;0,0061;sigmoid;MSE;0;RMSprop;6,306;6,306;1 060
T3_T5/trial_40;2;64;0,0039;ReLU;Huber;0;Adam;4,8337;4,8337;480
T3_T5/trial_41;2;512;0,0001;ReLU;Huber;1;Adam;5,0669;5,0669;760
T3_T5/trial_42;2;1 024;0,0001;ReLU;Huber;1;Adam;4,9665;4,9665;550
T3_T5/trial_43;2;32;0,0001;ReLU;Huber;1;Adam;5,2266;5,2266;1 480
T3_T5/trial_44;2;512;0;ReLU;Huber;1;RMSprop;5,1747;5,1747;830
T3_T5/trial_45;1;128;0,0001;tanh;MSE;1;Adam;5,1218;5,1218;9 360
T3_T5/trial_46;2;512;0,0001;ReLU;Huber;1;Adam;5,1051;5,1051;580
T3_T5/trial_47;2;256;0,0001;ReLU;MAE;1;Adagrad;5,6592;5,6592;2 000
T3_T5/trial_48;1;1 024;0;ReLU;Huber;1;RMSprop;5,1389;5,1389;1 400
T3_T5/trial_49;2;512;0;sigmoid;Huber;1;Adam;20,3867;20,3867;2 000
T3_T5/trial_5;4;1 024;0,0017;ReLU;MSE;1;Adagrad;4,7872;4,7872;1 840
T3_T5/trial_6;3;32;0,0022;tanh;Huber;1;Adagrad;22,9416;22,9416;16 000
T3_T5/trial_7;2;128;0;sigmoid;MSE;0;Adam;7,9764;7,9764;8 000
T3_T5/trial_8;4;512;0,0001;tanh;MAE;0;Adam;5,469;5,469;1 750
T3_T5/trial_9;3;1 024;0;ReLU;Huber;1;Adagrad;5,6295;5,6295;8 000
T3-T4_T5/trial_0;5;1 024;0,0009;tanh;MSE;1;RMSprop;9,9983;9,9983;620
T3-T4_T5/trial_1;5;1 024;0,0002;tanh;MSE;1;RMSprop;10,816;10,816;2 000
T3-T4_T5/trial_10;4;128;0,006;ReLU;Huber;0;Adam;3,4812;3,4812;702
T3-T4_T5/trial_11;4;128;0,0094;ReLU;Huber;0;Adam;4,4972;4,4972;468
T3-T4_T5/trial_12;4;128;0,0089;ReLU;Huber;0;Adam;3,5132;3,5132;858
T3-T4_T5/trial_13;4;128;0,0069;ReLU;Huber;0;Adam;3,4879;3,4879;936
T3-T4_T5/trial_14;3;128;0,003;ReLU;Huber;0;Adam;4,2072;4,2072;624
T3-T4_T5/trial_15;3;128;0,0028;ReLU;Huber;0;Adam;3,6106;3,6106;624
T3-T4_T5/trial_16;4;32;0,0097;ReLU;Huber;0;Adam;3,8972;3,8972;468
T3-T4_T5/trial_17;3;256;0,0036;ReLU;Huber;0;Adam;3,8845;3,8845;390
T3-T4_T5/trial_18;4;512;0,0016;ReLU;Huber;0;Adagrad;3,6914;3,6914;858
T3-T4_T5/trial_19;5;128;0,0012;sigmoid;Huber;0;Adam;9,875;9,875;780
T3-T4_T5/trial_2;2;1 024;0,0016;ReLU;MAE;0;Adagrad;4,1772;4,1772;100
T3-T4_T5/trial_20;4;128;0,0045;ReLU;Huber;0;Adam;3,4529;3,4529;858
T3-T4_T5/trial_21;3;128;0,0026;ReLU;Huber;0;Adam;4,8067;4,8067;702
T3-T4_T5/trial_22;3;128;0,0064;ReLU;Huber;0;Adam;5,2966;5,2966;624
T3-T4_T5/trial_23;3;128;0,0025;ReLU;Huber;0;Adam;3,4022;3,4022;858
T3-T4_T5/trial_24;4;128;0,0096;ReLU;Huber;0;Adam;5,2839;5,2839;351
T3-T4_T5/trial_25;2;128;0,0007;ReLU;Huber;0;Adagrad;3,6973;3,6973;1 482
T3-T4_T5/trial_26;2;32;0,0006;ReLU;Huber;1;Adagrad;3,6827;3,6827;11 154
T3-T4_T5/trial_27;2;32;0,0006;ReLU;Huber;1;Adagrad;3,6725;3,6725;5 226
T3-T4_T5/trial_28;2;32;0,0002;sigmoid;MAE;1;Adagrad;29,0277;29,0277;15 600
T3-T4_T5/trial_29;2;32;0,0006;tanh;Huber;1;Adagrad;25,9878;25,9878;4 000
T3-T4_T5/trial_3;2;64;0;tanh;Huber;1;Adam;23,444;23,444;4 000
T3-T4_T5/trial_30;2;32;0,0001;tanh;MSE;1;Adagrad;27,8279;27,8279;7 800
T3-T4_T5/trial_31;2;32;0,0008;ReLU;Huber;1;Adagrad;3,6341;3,6341;3 042
T3-T4_T5/trial_32;1;32;0,0004;ReLU;Huber;1;Adagrad;3,6014;3,6014;8 424
T3-T4_T5/trial_33;1;32;0,0003;ReLU;Huber;1;Adagrad;3,5926;3,5926;14 196
T3-T4_T5/trial_34;1;32;0,0004;ReLU;Huber;1;Adagrad;3,8209;3,8209;3 640
T3-T4_T5/trial_35;1;32;0,0002;tanh;Huber;1;Adagrad;25,2378;25,2378;15 600
T3-T4_T5/trial_36;1;32;0,0001;ReLU;MSE;1;Adagrad;14,2381;14,2381;15 600
T3-T4_T5/trial_37;1;1 024;0;ReLU;Huber;1;Adagrad;14,2971;14,2971;4 000
T3-T4_T5/trial_38;1;32;0,0004;sigmoid;MSE;1;Adagrad;26,4403;26,4403;15 600
T3-T4_T5/trial_39;1;64;0,0012;ReLU;MAE;1;Adagrad;3,8101;3,8101;430
T3-T4_T5/trial_4;1;1 024;0;sigmoid;MSE;0;Adam;7,9537;7,9537;2 000
T3-T4_T5/trial_40;2;32;0,0002;tanh;Huber;1;Adagrad;27,173;27,173;7 800
T3-T4_T5/trial_41;2;256;0,0009;ReLU;Huber;1;Adagrad;3,5515;3,5515;1 170
T3-T4_T5/trial_42;2;256;0,001;ReLU;Huber;1;Adagrad;3,7792;3,7792;702
T3-T4_T5/trial_43;1;256;0,0017;ReLU;Huber;1;Adagrad;3,4153;3,4153;1 482
T3-T4_T5/trial_44;1;256;0,0016;ReLU;MAE;1;Adagrad;3,7286;3,7286;780
T3-T4_T5/trial_45;1;256;0,0017;ReLU;Huber;1;RMSprop;5,1424;5,1424;70
T3-T4_T5/trial_46;1;256;0,0005;sigmoid;Huber;1;Adagrad;12,1385;12,1385;15 600
T3-T4_T5/trial_47;1;256;0,0001;ReLU;MSE;1;Adagrad;3,6383;3,6383;15 600
T3-T4_T5/trial_48;1;512;0,0003;ReLU;Huber;1;RMSprop;3,6729;3,6729;180
T3-T4_T5/trial_49;2;1 024;0,0008;ReLU;Huber;1;Adagrad;3,3917;3,3917;1 092
T3-T4_T5/trial_5;1;256;0,0004;sigmoid;MSE;0;RMSprop;4,49;4,49;1 677
T3-T4_T5/trial_6;1;512;0,0005;ReLU;MSE;0;Adagrad;3,6417;3,6417;540
T3-T4_T5/trial_7;2;64;0;sigmoid;MAE;1;RMSprop;27,1594;27,1594;2 000
T3-T4_T5/trial_8;4;128;0;ReLU;MAE;0;RMSprop;3,7572;3,7572;430
T3-T4_T5/trial_9;5;32;0,0002;tanh;MAE;1;RMSprop;27,1882;27,1882;2 000
T4_T5/trial_0;3;64;0;sigmoid;MAE;1;Adagrad;28,9244;28,9244;15 800
T4_T5/trial_1;1;64;0,0019;sigmoid;MSE;1;Adagrad;12,8122;12,8122;15 800
T4_T5/trial_10;3;128;0,0007;ReLU;Huber;1;Adam;3,505;3,505;320
T4_T5/trial_11;3;128;0,0009;ReLU;Huber;1;Adam;3,4458;3,4458;170
T4_T5/trial_12;2;128;0,0008;ReLU;Huber;1;Adam;3,4816;3,4816;300
T4_T5/trial_13;2;128;0;ReLU;Huber;1;Adam;3,8342;3,8342;2 000
T4_T5/trial_14;4;128;0,0001;ReLU;Huber;1;Adam;3,5364;3,5364;1 760
T4_T5/trial_15;4;128;0,0005;ReLU;Huber;1;Adam;3,5318;3,5318;540
T4_T5/trial_16;4;32;0,0004;ReLU;MSE;1;Adam;27,7857;27,7857;4 000
T4_T5/trial_17;4;1 024;0;tanh;Huber;1;Adam;15,3088;15,3088;2 000
T4_T5/trial_18;1;256;0,0004;ReLU;Huber;1;Adam;3,6131;3,6131;620
T4_T5/trial_19;3;128;0,0001;ReLU;MSE;1;RMSprop;3,3829;3,3829;800
T4_T5/trial_2;3;128;0,0001;ReLU;Huber;1;Adam;3,4552;3,4552;1 060
T4_T5/trial_20;4;128;0,0021;tanh;Huber;1;Adam;9,4891;9,4891;1 760
T4_T5/trial_21;3;128;0,0009;ReLU;Huber;1;Adam;3,5207;3,5207;270
T4_T5/trial_22;2;128;0,0006;ReLU;Huber;1;Adam;3,525;3,525;360
T4_T5/trial_23;3;128;0,0002;ReLU;Huber;1;Adam;3,4398;3,4398;450
T4_T5/trial_24;4;128;0,0002;ReLU;Huber;1;Adam;3,4366;3,4366;730
T4_T5/trial_25;3;128;0,0002;ReLU;Huber;1;Adam;3,463;3,463;610
T4_T5/trial_26;2;32;0,0001;ReLU;Huber;1;Adam;3,4739;3,4739;1 340
T4_T5/trial_27;4;512;0;ReLU;Huber;1;Adam;3,5011;3,5011;2 280
T4_T5/trial_28;3;512;0;tanh;MAE;1;RMSprop;4,6371;4,6371;8 000
T4_T5/trial_29;3;512;0;ReLU;MSE;1;Adagrad;14,2124;14,2124;8 000
T4_T5/trial_3;5;64;0,0001;tanh;MAE;0;Adagrad;26,4093;26,4093;8 000
T4_T5/trial_30;4;512;0;sigmoid;MAE;1;Adagrad;29,1197;29,1197;8 000
T4_T5/trial_31;4;1 024;0,0001;ReLU;Huber;1;Adam;3,4611;3,4611;1 520
T4_T5/trial_32;3;1 024;0;ReLU;Huber;1;Adam;3,539;3,539;1 080
T4_T5/trial_33;4;1 024;0;ReLU;Huber;1;Adam;3,396;3,396;1 960
T4_T5/trial_34;4;1 024;0;ReLU;Huber;1;Adam;3,4292;3,4292;1 600
T4_T5/trial_35;5;1 024;0;ReLU;Huber;1;Adagrad;3,8282;3,8282;8 000
T4_T5/trial_36;4;1 024;0,0001;sigmoid;MSE;1;Adam;9,4712;9,4712;8 000
T4_T5/trial_37;5;1 024;0;tanh;Huber;1;Adam;17,6688;17,6688;8 000
T4_T5/trial_38;4;1 024;0;ReLU;MAE;0;Adagrad;3,5111;3,5111;5 160
T4_T5/trial_39;5;1 024;0,0001;ReLU;Huber;1;Adam;3,4794;3,4794;1 400
T4_T5/trial_4;5;512;0,0002;tanh;MSE;0;Adagrad;10,5296;10,5296;4 000
T4_T5/trial_40;5;1 024;0,0002;sigmoid;Huber;0;RMSprop;3,5589;3,5589;3 239
T4_T5/trial_41;5;1 024;0,0001;ReLU;Huber;1;Adam;3,42;3,42;1 840
T4_T5/trial_42;5;1 024;0,0001;ReLU;Huber;1;Adam;3,6377;3,6377;1 040
T4_T5/trial_43;5;1 024;0,0001;ReLU;Huber;1;Adam;3,387;3,387;1 080
T4_T5/trial_44;5;64;0;ReLU;Huber;1;Adam;28,5727;28,5727;8 000
T4_T5/trial_45;5;1 024;0,0001;ReLU;Huber;0;Adam;4,1891;4,1891;880
T4_T5/trial_46;5;1 024;0,0001;ReLU;Huber;1;Adam;3,4738;3,4738;1 320
T4_T5/trial_47;5;256;0,0001;ReLU;MAE;1;Adam;3,3933;3,3933;1 501
T4_T5/trial_48;5;1 024;0;sigmoid;MSE;0;RMSprop;3,9709;3,9709;6 480
T4_T5/trial_49;5;1 024;0,0001;tanh;Huber;1;Adam;9,4886;9,4886;8 000
T4_T5/trial_5;5;256;0,0002;sigmoid;Huber;0;Adam;9,4822;9,4822;2 080
T4_T5/trial_6;4;1 024;0,0097;sigmoid;MAE;0;RMSprop;9,9828;9,9828;869
T4_T5/trial_7;5;64;0,0077;ReLU;Huber;0;RMSprop;4,5727;4,5727;160
T4_T5/trial_8;2;512;0,0001;ReLU;Huber;0;Adam;3,3842;3,3842;920
T4_T5/trial_9;5;32;0,0038;sigmoid;MAE;0;RMSprop;5,1275;5,1275;3 397
T1-T2-T3-T4_T5/trial_0;3;32;0,0004;ReLU;MSE;0;RMSprop;3,0808;3,0808;1 092
T1-T2-T3-T4_T5/trial_1;1;32;0;sigmoid;MSE;1;Adagrad;28,429;28,429;7 800
T1-T2-T3-T4_T5/trial_10;5;256;0,0005;ReLU;Huber;1;RMSprop;6,1805;6,1805;693
T1-T2-T3-T4_T5/trial_11;5;256;0,0004;ReLU;Huber;1;RMSprop;5,5312;5,5312;693
T1-T2-T3-T4_T5/trial_12;4;256;0,0001;ReLU;Huber;1;RMSprop;3,4679;3,4679;1 925
T1-T2-T3-T4_T5/trial_13;4;256;0,0001;ReLU;Huber;1;RMSprop;3,6135;3,6135;1 078
T1-T2-T3-T4_T5/trial_14;4;256;0,0001;ReLU;Huber;1;RMSprop;3,1342;3,1342;1 232
T1-T2-T3-T4_T5/trial_15;3;256;0,0001;ReLU;Huber;1;RMSprop;3,4995;3,4995;1 001
T1-T2-T3-T4_T5/trial_16;2;256;0;ReLU;Huber;1;RMSprop;3,5169;3,5169;924
T1-T2-T3-T4_T5/trial_17;2;64;0;ReLU;Huber;1;Adam;3,1829;3,1829;2 926
T1-T2-T3-T4_T5/trial_18;2;64;0;sigmoid;MAE;0;Adam;4,732;4,732;15 400
T1-T2-T3-T4_T5/trial_19;3;64;0,001;ReLU;Huber;1;Adam;3,2266;3,2266;1 001
T1-T2-T3-T4_T5/trial_2;2;128;0;tanh;Huber;0;RMSprop;19,7759;19,7759;2 000
T1-T2-T3-T4_T5/trial_20;2;1 024;0,0002;ReLU;Huber;1;Adam;3,0986;3,0986;616
T1-T2-T3-T4_T5/trial_21;2;1 024;0,0002;ReLU;Huber;1;Adam;3,0639;3,0639;924
T1-T2-T3-T4_T5/trial_22;2;1 024;0,0002;ReLU;Huber;1;Adam;3,65;3,65;1 001
T1-T2-T3-T4_T5/trial_23;3;64;0;ReLU;Huber;1;Adam;3,1396;3,1396;3 696
T1-T2-T3-T4_T5/trial_24;3;1 024;0;ReLU;Huber;1;Adam;3,0621;3,0621;2 464
T1-T2-T3-T4_T5/trial_25;3;1 024;0;sigmoid;MAE;1;Adam;6,2707;6,2707;15 400
T1-T2-T3-T4_T5/trial_26;3;1 024;0;ReLU;Huber;0;Adam;3,0911;3,0911;1 078
T1-T2-T3-T4_T5/trial_27;3;1 024;0;ReLU;Huber;0;Adam;3,282;3,282;310
T1-T2-T3-T4_T5/trial_28;3;1 024;0;ReLU;Huber;0;Adam;3,2441;3,2441;440
T1-T2-T3-T4_T5/trial_29;3;64;0;ReLU;MAE;0;Adam;3,3816;3,3816;4 056
T1-T2-T3-T4_T5/trial_3;3;64;0,0068;tanh;MAE;1;Adagrad;15,6379;15,6379;4 000
T1-T2-T3-T4_T5/trial_30;3;1 024;0;sigmoid;Huber;0;Adam;3,2952;3,2952;15 400
T1-T2-T3-T4_T5/trial_31;2;1 024;0;ReLU;Huber;0;Adam;3,0075;3,0075;924
T1-T2-T3-T4_T5/trial_32;1;1 024;0,0001;ReLU;Huber;0;Adam;3,0343;3,0343;1 617
T1-T2-T3-T4_T5/trial_33;3;32;0;ReLU;Huber;0;Adam;3,2522;3,2522;5 467
T1-T2-T3-T4_T5/trial_34;2;128;0;ReLU;Huber;0;Adam;3,1536;3,1536;2 772
T1-T2-T3-T4_T5/trial_35;2;1 024;0,0001;ReLU;Huber;0;Adam;3,1214;3,1214;702
T1-T2-T3-T4_T5/trial_36;3;64;0;ReLU;MSE;0;Adam;3,2815;3,2815;2 000
T1-T2-T3-T4_T5/trial_37;1;128;0;tanh;MAE;0;Adam;17,4062;17,4062;4 000
T1-T2-T3-T4_T5/trial_38;3;1 024;0,0001;sigmoid;Huber;0;Adam;9,5698;9,5698;1 309
T1-T2-T3-T4_T5/trial_39;4;32;0;tanh;MSE;0;Adagrad;28,9082;28,9082;7 800
T1-T2-T3-T4_T5/trial_4;5;128;0,0059;tanh;MAE;0;Adam;9,6688;9,6688;273
T1-T2-T3-T4_T5/trial_40;2;512;0,0002;ReLU;Huber;0;Adam;3,2788;3,2788;250
T1-T2-T3-T4_T5/trial_41;1;1 024;0,0001;ReLU;Huber;0;Adam;3,1103;3,1103;924
T1-T2-T3-T4_T5/trial_42;1;1 024;0;ReLU;Huber;0;Adam;3,0872;3,0872;2 002
T1-T2-T3-T4_T5/trial_43;1;1 024;0;ReLU;Huber;0;Adam;3,0828;3,0828;1 232
T1-T2-T3-T4_T5/trial_44;1;1 024;0,0006;ReLU;Huber;0;Adagrad;3,0558;3,0558;1 694
T1-T2-T3-T4_T5/trial_45;3;1 024;0,0008;tanh;MSE;0;Adagrad;3,719;3,719;1 160
T1-T2-T3-T4_T5/trial_46;2;64;0,0006;ReLU;Huber;1;Adagrad;3,2255;3,2255;4 697
T1-T2-T3-T4_T5/trial_47;4;128;0,0011;ReLU;Huber;0;Adagrad;3,1677;3,1677;1 694
T1-T2-T3-T4_T5/trial_48;4;128;0,0049;ReLU;Huber;1;Adagrad;3,0842;3,0842;1 848
T1-T2-T3-T4_T5/trial_49;4;128;0,0016;ReLU;MAE;1;Adagrad;3,2799;3,2799;1 053
T1-T2-T3-T4_T5/trial_5;1;512;0,0021;tanh;MSE;1;Adagrad;3,7843;3,7843;920
T1-T2-T3-T4_T5/trial_6;1;512;0,0001;tanh;MSE;0;Adagrad;15,2483;15,2483;4 000
T1-T2-T3-T4_T5/trial_7;4;32;0;sigmoid;MSE;1;Adam;28,619;28,619;7 800
T1-T2-T3-T4_T5/trial_8;4;1 024;0,0023;tanh;MSE;1;Adagrad;10,1836;10,1836;2 000
T1-T2-T3-T4_T5/trial_9;4;512;0,0031;ReLU;Huber;1;Adagrad;5,1746;5,1746;480
T1-T2-T4_T5/trial_0;4;128;0;sigmoid;Huber;0;Adagrad;28,583;28,583;15 600
T1-T2-T4_T5/trial_1;4;512;0;sigmoid;Huber;1;Adagrad;28,4197;28,4197;15 600
T1-T2-T4_T5/trial_10;1;1 024;0,0011;ReLU;Huber;0;Adam;3,8824;3,8824;260
T1-T2-T4_T5/trial_11;1;1 024;0,0012;ReLU;Huber;0;Adam;4,2529;4,2529;440
T1-T2-T4_T5/trial_12;1;1 024;0,0009;ReLU;Huber;0;Adam;3,5152;3,5152;400
T1-T2-T4_T5/trial_13;2;32;0,0092;ReLU;Huber;0;Adam;3,4702;3,4702;240
T1-T2-T4_T5/trial_14;2;32;0,0088;ReLU;Huber;0;Adam;4,0944;4,0944;300
T1-T2-T4_T5/trial_15;1;32;0,0007;ReLU;MSE;0;Adam;3,3572;3,3572;1 220
T1-T2-T4_T5/trial_16;2;32;0,0005;ReLU;Huber;0;Adam;3,4657;3,4657;1 240
T1-T2-T4_T5/trial_17;1;1 024;0,0004;ReLU;Huber;0;Adam;3,4703;3,4703;540
T1-T2-T4_T5/trial_18;2;32;0,0004;ReLU;MSE;1;RMSprop;3,6901;3,6901;500
T1-T2-T4_T5/trial_19;1;1 024;0,0001;ReLU;MAE;0;Adam;3,5502;3,5502;690
T1-T2-T4_T5/trial_2;4;64;0;tanh;MSE;1;RMSprop;26,6094;26,6094;7 800
T1-T2-T4_T5/trial_20;3;32;0,0003;ReLU;Huber;0;Adam;3,262;3,262;2 574
T1-T2-T4_T5/trial_21;3;32;0,0004;ReLU;Huber;0;Adam;3,4145;3,4145;2 964
T1-T2-T4_T5/trial_22;2;32;0,002;ReLU;Huber;0;Adam;4,2485;4,2485;1 404
T1-T2-T4_T5/trial_23;3;32;0,0005;ReLU;Huber;0;Adam;3,2964;3,2964;1 716
T1-T2-T4_T5/trial_24;3;32;0,0003;ReLU;Huber;0;Adam;3,4716;3,4716;3 198
T1-T2-T4_T5/trial_25;2;128;0,0016;ReLU;Huber;0;RMSprop;4,5722;4,5722;380
T1-T2-T4_T5/trial_26;1;256;0,0001;ReLU;Huber;1;Adam;3,5481;3,5481;1 400
T1-T2-T4_T5/trial_27;3;512;0,0006;ReLU;Huber;0;Adam;4,1322;4,1322;780
T1-T2-T4_T5/trial_28;4;1 024;0,0002;ReLU;MAE;0;Adam;3,5481;3,5481;170
T1-T2-T4_T5/trial_29;2;32;0,0001;ReLU;MSE;0;RMSprop;3,2549;3,2549;3 432
T1-T2-T4_T5/trial_3;3;128;0,0051;tanh;Huber;0;Adam;10,3475;10,3475;234
T1-T2-T4_T5/trial_30;1;128;0;sigmoid;Huber;0;Adam;24,8112;24,8112;4 000
T1-T2-T4_T5/trial_31;1;1 024;0,0008;ReLU;Huber;0;Adam;3,4391;3,4391;380
T1-T2-T4_T5/trial_32;1;1 024;0,0004;ReLU;Huber;0;Adam;3,6012;3,6012;640
T1-T2-T4_T5/trial_33;1;1 024;0,0007;ReLU;Huber;0;Adam;3,4287;3,4287;320
T1-T2-T4_T5/trial_34;4;1 024;0,0017;ReLU;Huber;1;Adam;3,9437;3,9437;1 248
T1-T2-T4_T5/trial_35;2;512;0,0002;tanh;Huber;0;Adam;3,8131;3,8131;740
T1-T2-T4_T5/trial_36;3;64;0,0011;sigmoid;Huber;0;Adagrad;22,1676;22,1676;4 000
T1-T2-T4_T5/trial_37;1;128;0,0002;ReLU;Huber;1;Adam;3,4059;3,4059;1 989
T1-T2-T4_T5/trial_38;4;128;0,0002;sigmoid;MSE;1;Adagrad;28,3968;28,3968;7 800
T1-T2-T4_T5/trial_39;2;128;0,0001;tanh;MAE;1;RMSprop;5,7274;5,7274;4 719
T1-T2-T4_T5/trial_4;3;1 024;0,0039;sigmoid;Huber;0;Adagrad;3,7512;3,7512;1 482
T1-T2-T4_T5/trial_40;3;128;0,0045;ReLU;Huber;1;Adam;3,4563;3,4563;663
T1-T2-T4_T5/trial_41;1;128;0,0003;ReLU;Huber;1;Adam;3,3543;3,3543;1 170
T1-T2-T4_T5/trial_42;1;64;0,0002;ReLU;Huber;1;Adam;3,3391;3,3391;1 677
T1-T2-T4_T5/trial_43;1;64;0;ReLU;Huber;1;Adam;3,4467;3,4467;5 109
T1-T2-T4_T5/trial_44;1;64;0,0002;ReLU;Huber;1;Adagrad;4,2855;4,2855;7 800
T1-T2-T4_T5/trial_45;2;64;0,0001;tanh;Huber;1;Adam;6,0484;6,0484;7 800
T1-T2-T4_T5/trial_46;1;256;0,0009;ReLU;Huber;1;Adam;3,3593;3,3593;819
T1-T2-T4_T5/trial_47;2;256;0;sigmoid;MAE;1;Adam;7,4365;7,4365;7 800
T1-T2-T4_T5/trial_48;1;256;0,0005;ReLU;Huber;1;Adam;3,3629;3,3629;858
T1-T2-T4_T5/trial_49;5;256;0,0028;ReLU;MSE;1;Adagrad;3,3002;3,3002;1 716
T1-T2-T4_T5/trial_5;5;64;0,0002;sigmoid;MAE;1;Adagrad;28,6827;28,6827;7 800
T1-T2-T4_T5/trial_6;5;512;0,0001;tanh;MAE;1;Adagrad;25,9495;25,9495;7 800
T1-T2-T4_T5/trial_7;5;64;0,0028;sigmoid;Huber;0;Adagrad;13,6085;13,6085;4 000
T1-T2-T4_T5/trial_8;2;256;0,0001;tanh;MSE;0;Adam;4,5803;4,5803;1 750
T1-T2-T4_T5/trial_9;2;256;0,0001;tanh;MAE;0;RMSprop;4,7415;4,7415;1 050
T1-T3_T5/trial_0;4;256;0,003;ReLU;MSE;0;Adam;4,6856;4,6856;310
T1-T3_T5/trial_1;2;64;0,0001;ReLU;Huber;0;Adagrad;10,8415;10,8415;8 000
T1-T3_T5/trial_10;3;512;0,0006;tanh;Huber;1;Adagrad;9,4714;9,4714;16 000
T1-T3_T5/trial_11;4;128;0,0012;sigmoid;MAE;1;RMSprop;9,6559;9,6559;1 920
T1-T3_T5/trial_12;5;1 024;0,0017;tanh;Huber;0;RMSprop;9,6433;9,6433;640
T1-T3_T5/trial_13;4;64;0,0085;tanh;MAE;1;RMSprop;9,7665;9,7665;430
T1-T3_T5/trial_14;3;512;0,0001;sigmoid;Huber;0;Adagrad;20,2014;20,2014;4 000
T1-T3_T5/trial_15;2;128;0,0015;ReLU;MAE;1;Adagrad;4,8384;4,8384;4 160
T1-T3_T5/trial_16;2;128;0,0007;tanh;MAE;1;Adagrad;15,4039;15,4039;16 000
T1-T3_T5/trial_17;1;128;0,0098;tanh;Huber;1;Adagrad;5,1613;5,1613;1 840
T1-T3_T5/trial_18;2;32;0,0002;ReLU;Huber;1;Adagrad;6,8636;6,8636;16 000
T1-T3_T5/trial_19;3;1 024;0,001;sigmoid;MAE;1;Adagrad;9,6422;9,6422;16 000
T1-T3_T5/trial_2;3;64;0,0043;sigmoid;MSE;1;RMSprop;9,7347;9,7347;660
